inputFileName=s838.1.bench; numberOfInputs=66; numberOfOutputs=33; numberOfGates=446; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
11; i661.2; i1107.2; 0; 2; 0.004484304932735426; 3; 2; 16; [i661.2, i1107.2]; [x.27, i1098, i1102]; [i661.2, i1107.2]; [i661.3, i1061.2]; i1107.2; 001; 6084
12; i661.2; z; 0; 2; 0.004484304932735426; 3; 2; 16; [i661.2, z]; [x.27, i1062.8, i1062.9]; [z, i661.2]; [i661.3]; i661.2; 010; 174
13; i661.2; i1061.3; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.2, i1061.3]; [x.27, i1131.1, i1131.2, i1130]; [i661.2, i1061.3]; [i661.3, i1062.3]; i661.2; 1010; 6754
14; i661.2; i802.4; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.2, i802.4]; [x.27, x.15, i900, i894]; [i661.2, i802.4]; [i661.3, p.16]; i661.2; 1010; 9055
15; i661.2; i1226; 0; 2; 0.004484304932735426; 3; 2; 16; [i661.2, i1226]; [x.27, i1231.1, i1231.2]; [i661.2, i1226]; [i661.3, i1061.7]; i1226; 111; 5773
16; i1002; i73.2; 0; 2; 0.004484304932735426; 2; 2; 8; [i1002, i73.2]; [x.3, p.0]; [i73.2, i1002]; [i73.3, i799.8]; i73.2; 11; 13573
17; i1002; i343; 0; 2; 0.004484304932735426; 2; 2; 8; [i1002, i343]; [x.16, p.0]; [i343, i1002]; [i2.4, i799.8]; i343; 11; 15154
18; i1002; i819; 0; 2; 0.004484304932735426; 2; 2; 8; [i1002, i819]; [i818, p.0]; [i819, i1002]; [i816, i799.8]; i819; 10; 10494
19; i1002; i1247; 0; 2; 0.004484304932735426; 2; 2; 8; [i1002, i1247]; [p.0, c.31]; [i1247, i1002]; [i1251.1, i799.8]; i1002; 11; 3200
20; i1002; p.17; 0; 2; 0.004484304932735426; 3; 2; 16; [i1002, p.17]; [p.0, i804.4, i799.5]; [p.17, i1002]; [i1183.1, i799.8]; p.17; 111; 6246
21; i1002; i1062.7; 0; 2; 0.004484304932735426; 3; 2; 16; [i1002, i1062.7]; [p.0, i1062.6, i1061.7]; [i1062.7, i1002]; [i1062.8, i799.8]; i1062.7; 011; 6986
22; i1002; i14; 0; 2; 0.004484304932735426; 3; 2; 16; [i1002, i14]; [p.0, i7.3, i7.4]; [i14, i1002]; [i799.8]; i1002; 001; 7623
23; i1218; i105.2; 0; 2; 0.004484304932735426; 2; 2; 8; [i1218, i105.2]; [x.6, p.26]; [i105.2, i1218]; [i105.3, i1227.2]; i1218; 00; 6146
24; i1218; i891; 0; 2; 0.004484304932735426; 2; 2; 8; [i1218, i891]; [x.13, p.26]; [i1218, i891]; [i1227.2, i902, i799.4]; i891; 00; 5546
25; i1218; i1002; 0; 2; 0.004484304932735426; 2; 2; 8; [i1218, i1002]; [p.0, p.26]; [i1218, i1002]; [i1227.2, i799.8]; i1002; 01; 42
26; i1218; i1127; 0; 2; 0.004484304932735426; 2; 2; 8; [i1218, i1127]; [c.11, p.26]; [i1127, i1218]; [i1131.1, i1227.2]; i1127; 10; 2909
27; i1218; i480.4; 0; 2; 0.004484304932735426; 3; 2; 16; [i1218, i480.4]; [p.26, i1.5, i480.1]; [i480.4, i1218]; [i407, i1227.2]; i480.4; 001; 8852
28; i1218; p.12; 0; 2; 0.004484304932735426; 3; 2; 16; [i1218, p.12]; [p.26, i804.2, i802.3]; [p.12, i1218]; [i1159.2, i1227.2]; p.12; 011; 12521
29; i1218; i1183.1; 0; 2; 0.004484304932735426; 3; 2; 16; [i1218, i1183.1]; [p.26, p.17, c.17]; [i1218, i1183.1]; [i1227.2, i1178]; i1183.1; 010; 7498
30; i1218; i364.1; 0; 2; 0.004484304932735426; 4; 2; 32; [i1218, i364.1]; [p.26, i362, x.16, i344]; [i1218, i364.1]; [i1227.2, i306]; i364.1; 1010; 3506
31; i1218; i844; 0; 2; 0.004484304932735426; 3; 2; 16; [i1218, i844]; [p.26, i847, i836]; [i1218, i844]; [i1227.2, i801.2, i802.2]; i844; 000; 6360
32; i1218; i803.7; 0; 2; 0.004484304932735426; 5; 2; 64; [i1218, i803.7]; [p.26, x.28, x.26, x.27, x.25]; [i803.7, i1218]; [i804.7, i1227.2]; i1218; 11000; 34
33; i661.3; i50; 11; 11; 0.02466367713004484; 11; 10; 20480; [i50, i2.1, i1.2, i1.3, i1.4, i1.5, i1.6, i1.7, i636, i657, i661.3]; [x.3, i661.2, p.0, i2.2, i2.3, i2.4, i2.5, i2.6, i64, i49, i652]; [i1.2, i1.3, i1.4, i1.5, i1.6, i657, i1.7, i50, i661.3, i636]; [i186.2, i146, i284.2, i244, i382.2, i342, i480.2, i440, i578.2, i538, i661.1, i676.2, i656, i186.4, i284.4, i382.4, i480.4, i578.4, i676.4, i1.8, i70.1, i95.1, i601, i683.1, i164, i262, i360, i458, i556, i654]; i636; 00001101100; 6121
34; i661.3; i676.2; 0; 2; 0.004484304932735426; 3; 2; 16; [i661.3, i676.2]; [i1.7, i657, i661.2]; [i676.2, i661.3]; [i676.3, i601]; i661.3; 011; 269
35; i661.3; i1146; 0; 2; 0.004484304932735426; 3; 2; 16; [i661.3, i1146]; [p.14, i657, i661.2]; [i661.3, i1146]; [i601, i1155.2]; i661.3; 100; 3254
36; i661.3; i693.3; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.3, i693.3]; [i657, i661.2, i751, i693.2]; [i661.3, i693.3]; [i601, i700]; i661.3; 0010; 2957
37; i661.3; i309; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.3, i309]; [i657, i661.2, i382.3, i382.4]; [i309, i661.3]; [i601]; i661.3; 0011; 6303
38; i661.3; i846; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.3, i846]; [i657, i661.2, i835, p.0]; [i846, i661.3]; [i847, i601, i800.2]; i846; 1011; 5912
39; i661.3; i700; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.3, i700]; [i657, i661.2, i693.3, i693.4]; [i700, i661.3]; [i601]; i661.3; 1000; 2890
40; i661.3; i799.2; 0; 2; 0.004484304932735426; 4; 2; 32; [i661.3, i799.2]; [i657, i661.2, i834, i835]; [i799.2, i661.3]; [p.5, i601]; i799.2; 0000; 2876
41; i1183.2; i49; 0; 2; 0.004484304932735426; 3; 2; 16; [i1183.2, i49]; [x.4, p.16, c.16]; [i49, i1183.2]; [i2.1, i1178]; i1183.2; 001; 5577
42; i1183.2; i203.2; 0; 2; 0.004484304932735426; 3; 2; 16; [i1183.2, i203.2]; [x.10, p.16, c.16]; [i203.2, i1183.2]; [i203.3, i1178]; i1183.2; 111; 5769
43; i1183.2; i919; 0; 2; 0.004484304932735426; 3; 2; 16; [i1183.2, i919]; [x.17, p.16, c.16]; [i919, i1183.2]; [i930, i799.5, i1178]; i919; 111; 17043
44; i1183.2; i301.3; 0; 2; 0.004484304932735426; 4; 2; 32; [i1183.2, i301.3]; [i360, i301.2, p.16, c.16]; [i301.3, i1183.2]; [i308, i1178]; i301.3; 1101; 9299
45; i1183.2; p.7; 0; 2; 0.004484304932735426; 4; 2; 32; [i1183.2, p.7]; [i803.1, i801.2, p.16, c.16]; [p.7, i1183.2]; [i1099, i1178]; p.7; 0010; 6309
46; i1183.2; i1179.1; 0; 2; 0.004484304932735426; 4; 2; 32; [i1183.2, i1179.1]; [p.16, c.16, i1171, i1175]; [i1179.1, i1183.2]; [i1061.5, i1178]; i1183.2; 1000; 3237
47; i1183.2; i2.6; 0; 2; 0.004484304932735426; 5; 2; 64; [i1183.2, i2.6]; [p.16, c.16, i554, i539, i540]; [i2.6, i1183.2]; [i1.7, i1178]; i2.6; 01000; 8652
48; i1183.2; i801.6; 0; 2; 0.004484304932735426; 4; 2; 32; [i1183.2, i801.6]; [p.16, c.16, i949, i956]; [i801.6, i1183.2]; [p.23, i1178]; i801.6; 1010; 5412
49; i1107.1; i148; 0; 2; 0.004484304932735426; 3; 2; 16; [i1107.1, i148]; [x.7, i1099, i1103]; [i148, i1107.1]; [i168.1, i193.1, i1061.2, i2.2]; i1107.1; 011; 40
50; i1107.1; i362; 0; 2; 0.004484304932735426; 3; 2; 16; [i1107.1, i362]; [i363, i1099, i1103]; [i362, i1107.1]; [i364.1, i1061.2]; i362; 110; 2825
51; i1107.1; i875; 0; 2; 0.004484304932735426; 3; 2; 16; [i1107.1, i875]; [i874, i1099, i1103]; [i875, i1107.1]; [i872, i1061.2]; i1107.1; 110; 7398
52; i1107.1; i1222; 0; 2; 0.004484304932735426; 3; 2; 16; [i1107.1, i1222]; [c.26, i1099, i1103]; [i1222, i1107.1]; [i1227.2, i1061.2]; i1107.1; 100; 5723
53; i1107.1; i1247; 0; 2; 0.004484304932735426; 3; 2; 16; [i1107.1, i1247]; [c.31, i1099, i1103]; [i1247, i1107.1]; [i1251.1, i1061.2]; i1107.1; 110; 2894
54; i1107.1; i563.3; 0; 2; 0.004484304932735426; 4; 2; 32; [i1107.1, i563.3]; [i559, i563.2, i1099, i1103]; [i563.3, i1107.1]; [i503, i1061.2]; i1107.1; 0111; 23152
55; i1107.1; p.7; 3; 3; 0.006726457399103139; 3; 1; 8; [p.7, i1099, i1107.1]; [i803.1, i801.2, i1103]; [i1107.1]; [i1061.2]; i1107.1; 011; 5759
56; i1107.1; i603; 0; 2; 0.004484304932735426; 4; 2; 32; [i1107.1, i603]; [i676.3, i676.4, i1099, i1103]; [i603, i1107.1]; [i1061.2]; i603; 1111; 5661
57; i1107.1; i654; 0; 2; 0.004484304932735426; 4; 2; 32; [i1107.1, i654]; [i1099, i1103, x.25, i1.7]; [i654, i1107.1]; [i595.1, i595.3, i1061.2]; i654; 1101; 2865
58; i1107.1; i800.5; 0; 2; 0.004484304932735426; 4; 2; 32; [i1107.1, i800.5]; [i1099, i1103, i920, i930]; [i800.5, i1107.1]; [p.18, i1061.2]; i1107.1; 0000; 2928
59; i846; i245; 0; 2; 0.004484304932735426; 3; 2; 16; [i846, i245]; [x.12, i835, p.0]; [i846, i245]; [i847, i2.3, i800.2]; i245; 101; 2930
60; i846; i399.1; 0; 2; 0.004484304932735426; 3; 2; 16; [i846, i399.1]; [i458, i835, p.0]; [i846, i399.1]; [i847, i399.4, i800.2]; i399.1; 101; 8416
61; i846; i976; 0; 2; 0.004484304932735426; 3; 2; 16; [i846, i976]; [x.26, i835, p.0]; [i846, i976]; [i847, i984, i800.2, i800.7]; i976; 000; 54
62; i846; i480.4; 0; 2; 0.004484304932735426; 4; 2; 32; [i846, i480.4]; [i1.5, i480.1, i835, p.0]; [i846, i480.4]; [i847, i407, i800.2]; i846; 1010; 6121
63; i846; i578.3; 0; 2; 0.004484304932735426; 4; 2; 32; [i846, i578.3]; [x.21, i578.2, i835, p.0]; [i846, i578.3]; [i847, i505, i800.2]; i846; 0101; 3070
64; i846; i1062.9; 0; 2; 0.004484304932735426; 4; 2; 32; [i846, i1062.9]; [p.32, c.32, i835, p.0]; [i846, i1062.9]; [i847, z, i800.2]; i1062.9; 0100; 8311
65; i846; i701; 0; 2; 0.004484304932735426; 4; 2; 32; [i846, i701]; [i770.3, i770.4, i835, p.0]; [i701, i846]; [i847, i800.2]; i701; 0011; 3545
66; i846; i164; 0; 2; 0.004484304932735426; 4; 2; 32; [i846, i164]; [x.5, i1.2, i835, p.0]; [i164, i846]; [i105.1, i847, i105.3, i800.2]; i164; 1010; 3107
67; i846; i2.2; 0; 2; 0.004484304932735426; 5; 2; 64; [i846, i2.2]; [i835, p.0, i162, i147, i148]; [i846, i2.2]; [i847, i1.3, i800.2]; i846; 00001; 16983
68; i846; i657; 0; 2; 0.004484304932735426; 4; 2; 32; [i846, i657]; [i835, p.0, i652, i636]; [i657, i846]; [i661.1, i656, i847, i661.3, i800.2]; i846; 0100; 2993
69; i846; p.4; 0; 2; 0.004484304932735426; 5; 2; 64; [i846, p.4]; [i835, p.0, x.3, i816, i810]; [i846, p.4]; [i847, i1111.2, i800.2]; p.4; 00101; 2963
70; i800.7; i166; 0; 2; 0.004484304932735426; 3; 2; 16; [i800.7, i166]; [i167, i976, i986]; [i800.7, i166]; [p.26, i168.1]; i166; 101; 5647
71; i800.7; i382.2; 0; 2; 0.004484304932735426; 3; 2; 16; [i800.7, i382.2]; [i1.4, i976, i986]; [i382.2, i800.7]; [i382.3, p.26]; i382.2; 010; 48
72; i800.7; i950; 0; 2; 0.004484304932735426; 3; 2; 16; [i800.7, i950]; [x.24, i976, i986]; [i800.7, i950]; [p.26, i802.6]; i800.7; 000; 3214
73; i800.7; i1003; 0; 2; 0.004484304932735426; 3; 2; 16; [i800.7, i1003]; [x.29, i976, i986]; [i800.7, i1003]; [p.26, i1013, i799.8]; i1003; 111; 2819
74; i800.7; i578.3; 0; 2; 0.004484304932735426; 4; 2; 32; [i800.7, i578.3]; [x.21, i578.2, i976, i986]; [i800.7, i578.3]; [p.26, i505]; i800.7; 0001; 2820
75; i800.7; i1111.2; 0; 2; 0.004484304932735426; 4; 2; 32; [i800.7, i1111.2]; [p.4, c.4, i976, i986]; [i800.7, i1111.2]; [p.26, i1106]; i800.7; 0010; 8611
76; i800.7; i193.1; 0; 2; 0.004484304932735426; 5; 2; 64; [i800.7, i193.1]; [i162, i148, i146, i976, i986]; [i800.7, i193.1]; [p.26, i160]; i193.1; 00111; 5565
77; i800.7; i818; 0; 2; 0.004484304932735426; 4; 2; 32; [i800.7, i818]; [i807, p.0, i976, i986]; [i818, i800.7]; [i819, p.26, p.2]; i818; 1000; 5672
78; i800.7; i928; 0; 2; 0.004484304932735426; 4; 2; 32; [i800.7, i928]; [i931, i920, i976, i986]; [i800.7, i928]; [p.26, i801.5, i802.5]; i800.7; 0101; 2801
79; i800.7; i801.7; 0; 2; 0.004484304932735426; 4; 2; 32; [i800.7, i801.7]; [i976, i986, i977, i984]; [i800.7, i801.7]; [p.26, p.27]; i801.7; 0111; 24
80; i1178; i73.1; 0; 2; 0.004484304932735426; 3; 2; 16; [i1178, i73.1]; [i69, i1183.1, i1183.2]; [i73.1, i1178]; [i73.4, i1061.5]; i1178; 100; 2762
81; i1178; i203.1; 0; 2; 0.004484304932735426; 3; 2; 16; [i1178, i203.1]; [i262, i1183.1, i1183.2]; [i203.1, i1178]; [i203.4, i1061.5]; i1178; 010; 2806
82; i1178; i595.2; 0; 2; 0.004484304932735426; 3; 2; 16; [i1178, i595.2]; [x.26, i1183.1, i1183.2]; [i595.2, i1178]; [i595.3, i1061.5]; i595.2; 111; 2803
83; i1178; i948; 0; 2; 0.004484304932735426; 3; 2; 16; [i1178, i948]; [x.22, i1183.1, i1183.2]; [i948, i1178]; [i956, i1061.5, i800.6]; i1178; 001; 16583
84; i1178; i974; 0; 2; 0.004484304932735426; 3; 2; 16; [i1178, i974]; [p.0, i1183.1, i1183.2]; [i1178, i974]; [i1061.5, i799.7]; i974; 110; 2922
85; i1178; i1099; 0; 2; 0.004484304932735426; 3; 2; 16; [i1178, i1099]; [p.7, i1183.1, i1183.2]; [i1099, i1178]; [i1107.1, i1061.5]; i1099; 101; 3734
86; i1178; p.5; 0; 2; 0.004484304932735426; 4; 2; 32; [i1178, p.5]; [i803.1, i799.2, i1183.1, i1183.2]; [p.5, i1178]; [i1111.1, i1061.5]; i1178; 0100; 5551
87; i1178; i113; 0; 2; 0.004484304932735426; 4; 2; 32; [i1178, i113]; [i186.3, i186.4, i1183.1, i1183.2]; [i113, i1178]; [i1061.5]; i1178; 0111; 5541
88; i1178; i560.1; 0; 2; 0.004484304932735426; 5; 2; 64; [i1178, i560.1]; [i558, x.24, i540, i1183.1, i1183.2]; [i560.1, i1178]; [i502, i1061.5]; i1178; 00101; 30
89; i1178; i956; 0; 2; 0.004484304932735426; 4; 2; 32; [i1178, i956]; [i959, i948, i1183.1, i1183.2]; [i1178, i956]; [i1061.5, i801.6, i802.6]; i956; 1010; 26
90; i1178; i802.5; 0; 2; 0.004484304932735426; 5; 2; 64; [i1178, i802.5]; [x.19, i928, i922, i1183.1, i1183.2]; [i802.5, i1178]; [p.20, i1061.5]; i1178; 00001; 5630
