inputFileName=c2670.bench; numberOfInputs=233; numberOfOutputs=140; numberOfGates=1193; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
25; 486; 486; 1; 1; 8.382229673093043E-4; 1; 1; 2; [486]; [405]; [486]; [1823]; {486}; {0}; 37.0; 0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx0x1xxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxx
26; 486; 1823; 2; 2; 0.0016764459346186086; 4; 1; 16; [486, 1823]; [405, 496, 224, 1591]; [1823]; [1971]; {1823}; {0001}; 43.0; 0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xx0x0xxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxx
27; 486; 1971; 3; 3; 0.002514668901927913; 4; 1; 16; [486, 1823, 1971]; [405, 496, 224, 1591]; [1971]; []; {1971}; {1010}; 42.0; 1x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxx0xxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxx
28; 487; 487; 1; 1; 8.382229673093043E-4; 1; 1; 2; [487]; [44]; [487]; []; {487}; {0}; 41.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
29; 488; 488; 1; 1; 8.382229673093043E-4; 1; 1; 2; [488]; [132]; [488]; []; {488}; {1}; 44.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
30; 489; 489; 1; 1; 8.382229673093043E-4; 1; 1; 2; [489]; [82]; [489]; []; {489}; {0}; 39.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
31; 490; 490; 1; 1; 8.382229673093043E-4; 1; 1; 2; [490]; [96]; [490]; []; {490}; {0}; 45.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
32; 491; 491; 1; 1; 8.382229673093043E-4; 1; 1; 2; [491]; [69]; [491]; []; {491}; {1}; 40.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
33; 492; 492; 1; 1; 8.382229673093043E-4; 1; 1; 2; [492]; [120]; [492]; []; {492}; {0}; 46.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
34; 493; 493; 1; 1; 8.382229673093043E-4; 1; 1; 2; [493]; [57]; [493]; []; {493}; {1}; 42.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
35; 494; 494; 1; 1; 8.382229673093043E-4; 1; 1; 2; [494]; [108]; [494]; []; {494}; {1}; 37.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
36; 495; 495; 1; 1; 8.382229673093043E-4; 3; 1; 8; [495]; [2, 15, 237]; [495]; [799]; {495}; {100}; 42.0; x1xxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
37; 495; 799; 2; 2; 0.0016764459346186086; 3; 1; 8; [495, 799]; [2, 15, 237]; [799]; []; {799}; {100}; 39.0; x1xxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
38; 496; 496; 1; 1; 8.382229673093043E-4; 1; 1; 2; [496]; [237]; [496]; [1822, 1823]; {496}; {1}; 51.0; xxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx0x1xxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxx
39; 499; 499; 1; 1; 8.382229673093043E-4; 1; 1; 2; [499]; [37]; [499]; [800]; {499}; {1}; 39.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0x00xxx0000x000010000x00xxx0000x00xxx000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx11xxxxxxxxxxx
40; 499; 800; 2; 2; 0.0016764459346186086; 1; 1; 2; [499, 800]; [37]; [800]; [3600, 3790]; {800}; {0}; 40.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0x00xxx0000x000010000x00xxx0000x00xxx000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx11xxxxxxxxxxx
41; 500; 500; 1; 1; 8.382229673093043E-4; 1; 1; 2; [500]; [219]; [500]; [805, 1026]; {500}; {1}; 36.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
42; 503; 503; 1; 1; 8.382229673093043E-4; 1; 1; 2; [503]; [8]; [503]; [1037, 1070]; {503}; {1}; 41.0; xxxxxxx1xxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxx1xxxx11111xxxxxxxxxxxxxxxxx0xxxxxxxxx01xxxxxxxx0xxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx1xxxxxx0xxxxxxxxxxxx000xx11xxxxxxxxxxx
43; 506; 506; 1; 1; 8.382229673093043E-4; 1; 1; 2; [506]; [8]; [506]; [1190, 1195]; {506}; {1}; 54.0; xxxxxxx1xxxxxxxxxxxxxxxxxxxxx0xxx00x0xxxxxxx0x0xxxxxxx00101xxxxxx00x0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx1xxxxxxxx00011xxxxxxxxxxxxxxxxxxxxxxxx
44; 509; 509; 1; 1; 8.382229673093043E-4; 1; 1; 2; [509]; [227]; [509]; [1042, 1064, 1065, 1066, 1067, 1068, 1452, 1455, 1458, 1461, 1464]; {509}; {0}; 39.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xx1x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
