inputFileName=c7552.bench; numberOfInputs=207; numberOfOutputs=108; numberOfGates=3512; unusedNode=C
trial; number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
0; 11; 6912; 806; 0; 2; 5.694760820045558E-4; 3; 2; 16; [6912, 806]; [334, 5948, 6542]; [806, 6912]; [1380, 1404, 3041, 4544, 4576, 8333, 8339, 8341, 8342, 8344, 8345, 8346, 8347, 8672, 8675]; {6912}; {011}; 720.0; xxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxx01xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx101x0xxxxxxxxxxxxx
0; 12; 6912; 806; 0; 2; 5.694760820045558E-4; 3; 2; 16; [6912, 806]; [334, 5948, 6542]; [806, 6912]; [1380, 1404, 3041, 4544, 4576, 8333, 8339, 8341, 8342, 8344, 8345, 8346, 8347, 8672, 8675]; {6912}; {100}; 51.0; none
0; 13; 6912; 806; 0; 2; 5.694760820045558E-4; 3; 2; 16; [6912, 806]; [334, 5948, 6542]; [806, 6912]; [1380, 1404, 3041, 4544, 4576, 8333, 8339, 8341, 8342, 8344, 8345, 8346, 8347, 8672, 8675]; {6912}; {101}; 140.0; xxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx110xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx101x1xxxxxxxxxxxxx
0; 14; 6912; 806; 0; 2; 5.694760820045558E-4; 3; 2; 16; [6912, 806]; [334, 5948, 6542]; [806, 6912]; [1380, 1404, 3041, 4544, 4576, 8333, 8339, 8341, 8342, 8344, 8345, 8346, 8347, 8672, 8675]; {6912}; {110}; 430.0; xxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxx01xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx100x1xxxxxxxxxxxxx
0; 15; 6912; 806; 0; 2; 5.694760820045558E-4; 3; 2; 16; [6912, 806]; [334, 5948, 6542]; [806, 6912]; [1380, 1404, 3041, 4544, 4576, 8333, 8339, 8341, 8342, 8344, 8345, 8346, 8347, 8672, 8675]; {6912}; {111}; 700.0; xxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxx01xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx101x1xxxxxxxxxxxxx
1; 16; 10707; 5967; 0; 2; 5.694760820045558E-4; 4; 2; 32; [10707, 5967]; [4847, 1939, 9737, 10589]; [5967, 10707]; [6970, 10760]; {10707}; {0100}; 167731.0; xx01x0xxx11xxx11xxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxx110xxxxxxxxx11xxxxx11x11xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx111111011xxxxxxxxx1x011111111xxx
2; 17; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00000}; 61.0; none
2; 18; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00001}; 336199.0; none
2; 19; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00010}; 334683.0; none
2; 20; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00011}; 48.0; none
2; 21; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00100}; 50.0; none
2; 22; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00101}; 333170.0; none
2; 23; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00110}; 339975.0; none
2; 24; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {00111}; 51.0; none
2; 25; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01000}; 46.0; none
2; 26; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01001}; 338554.0; none
2; 27; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01010}; 334633.0; none
2; 28; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01011}; 61.0; none
2; 29; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01100}; 60.0; none
2; 30; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01101}; 337697.0; none
2; 31; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01110}; 334839.0; none
2; 32; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {01111}; 61.0; none
2; 33; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10000}; 50.0; none
2; 34; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10001}; 346164.0; none
2; 35; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10010}; 341243.0; none
2; 36; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10011}; 50.0; none
2; 37; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10100}; 62.0; none
2; 38; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10101}; 347866.0; none
2; 39; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10110}; 335090.0; none
2; 40; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {10111}; 63.0; none
2; 41; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11000}; 47.0; none
2; 42; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11001}; 340954.0; none
2; 43; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11010}; 332048.0; none
2; 44; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11011}; 64.0; none
2; 45; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11100}; 47.0; none
2; 46; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11101}; 340486.0; none
2; 47; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11110}; 335058.0; none
2; 48; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {676}; {11111}; 62.0; none
2; 49; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00000}; 46.0; none
2; 50; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00001}; 221552.0; none
2; 51; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00010}; 221318.0; none
2; 52; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00011}; 63.0; none
2; 53; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00100}; 47.0; none
2; 54; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00101}; 220444.0; none
2; 55; 5837; 676; 11; 11; 0.003132118451025057; 5; 5; 160; [676, 1182, 1851, 1864, 2284, 2561, 3616, 4519, 4520, 5202, 5837]; [18, 160, 138, 1873, 1344]; [676, 1182, 1851, 2561, 5837]; [1160, 1194, 1233, 1244, 1862, 1863, 1865, 1866, 2282, 2283, 2285, 2286, 3195, 3236, 3577, 3652, 6845, 6851, 6854, 6855, 6858, 6860, 6861, 6863, 6864, 6866, 7506, 7524]; {1182}; {00110}; 219945.0; none
