inputFileName=s713.bench; numberOfInputs=54; numberOfOutputs=42; numberOfGates=393; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
16; g121; i314; 0; 2; 0.005089058524173028; 3; 2; 16; [g121, i314]; [i187, g283, i313]; [g121, i314]; [g347, g137]; i314; 100; 243767
17; g110; i187; 0; 2; 0.005089058524173028; 2; 2; 8; [g110, i187]; [g74, g360]; [i187, g110]; [g121, g324]; g110; 00; 1916
18; g110; g360; 2; 2; 0.005089058524173028; 1; 2; 4; [g360, g110]; [i643]; [g360, g110]; [g114, g118, g216, g218, g220, g222, g324]; g360; 0; 2125
19; g110; i313; 0; 2; 0.005089058524173028; 2; 2; 8; [g110, i313]; [g360, g283]; [i313, g110]; [i315, g324, i314]; g110; 01; 1698
20; g110; g106bf; 0; 2; 0.005089058524173028; 2; 2; 8; [g110, g106bf]; [g360, g106]; [g106bf, g110]; [g324]; g110; 10; 1200
21; g110; i327; 0; 2; 0.005089058524173028; 2; 2; 8; [g110, i327]; [g360, g285]; [i327, g110]; [i329, g324, i328]; i327; 10; 568
22; g110; i535; 0; 2; 0.005089058524173028; 2; 2; 8; [g110, i535]; [g360, g347]; [i535, g110]; [g206, g324]; g110; 10; 56
23; g110; i551; 0; 2; 0.005089058524173028; 2; 2; 8; [g110, i551]; [g360, g150]; [i551, g110]; [g380, g324]; i551; 01; 48
24; g110; g245; 0; 2; 0.005089058524173028; 3; 2; 16; [g110, g245]; [g360, g352, g396]; [g110, g245]; [g324, g274]; g245; 111; 107
25; g110; g238; 0; 2; 0.005089058524173028; 3; 2; 16; [g110, g238]; [g360, g370, g372]; [g110, g238]; [g324, g287]; g110; 010; 17
26; i266; g121; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, g121]; [i187, g344]; [i266, g121]; [g202, g347]; g121; 01; 518
27; i266; i291; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, i291]; [g344, g194]; [i266, i291]; [g202, g375]; i291; 10; 1405
28; i266; i321; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, i321]; [g344, g135]; [i266, i321]; [g202, g329]; i321; 01; 6621
29; i266; g359; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, g359]; [g344, g184]; [i266, g359]; [g202, g108, g240, g214]; g359; 01; 1846
30; i266; i378; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, i378]; [g344, g146]; [i266, i378]; [g202, g383]; i266; 10; 3540
31; i266; i460; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, i460]; [g344, g335]; [i266, i460]; [g202, g190]; i266; 00; 16884
32; i266; g377; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, g377]; [g344, i472]; [i266, g377]; [g202, g378, g251, i512, ii538, g259]; g377; 10; 4317
33; i266; g86bf; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, g86bf]; [g344, g86]; [g86bf, i266]; [g202]; g86bf; 10; 7365
34; i266; i244; 0; 2; 0.005089058524173028; 2; 2; 8; [i266, i244]; [g344, g273]; [i266, i244]; [g202, g127]; i244; 00; 3097
35; i266; g276; 0; 2; 0.005089058524173028; 5; 2; 64; [i266, g276]; [g344, g366, g392, g395, g397]; [i266, g276]; [g202, i265]; i266; 01000; 4355
36; i266; g138; 0; 2; 0.005089058524173028; 3; 2; 16; [i266, g138]; [g344, ii321, i322]; [g138, i266]; [g202]; i266; 001; 6524
37; g96bf; i184; 0; 2; 0.005089058524173028; 2; 2; 8; [g96bf, i184]; [g81, g96]; [g96bf, i184]; [g221]; g96bf; 01; 472474
38; g96bf; g94; 0; 2; 0.005089058524173028; 2; 2; 8; [g96bf, g94]; [ii178, g96]; [g94, g96bf]; []; g94; 10; 146685
39; g96bf; g365; 0; 2; 0.005089058524173028; 2; 2; 8; [g96bf, g365]; [g364, g96]; [g96bf, g365]; [g247, g248, i533, i495]; g365; 01; 100728
40; g96bf; g184; 0; 2; 0.005089058524173028; 2; 2; 8; [g96bf, g184]; [g96, i338]; [g96bf, g184]; [g359]; g184; 10; 140628
41; g96bf; i386; 0; 2; 0.005089058524173028; 2; 2; 8; [g96bf, i386]; [g96, g198]; [g96bf, i386]; [g373]; g96bf; 01; 260819
42; g96bf; i466; 0; 2; 0.005089058524173028; 2; 2; 8; [g96bf, i466]; [g96, g306]; [g96bf, i466]; [g158]; i466; 10; 195011
43; g96bf; g233; 0; 2; 0.005089058524173028; 3; 2; 16; [g96bf, g233]; [g96, g379, g387]; [g96bf, g233]; [g282]; g233; 000; 308925
44; g96bf; g236; 0; 2; 0.005089058524173028; 3; 2; 16; [g96bf, g236]; [g96, g374, g376]; [g96bf, g236]; [g285]; g236; 110; 198981
45; g96bf; i515; 0; 2; 0.005089058524173028; 4; 2; 32; [g96bf, i515]; [g96, g393, g395, g397]; [g96bf, i515]; [g257]; g96bf; 0111; 306308
46; g96bf; g208; 0; 2; 0.005089058524173028; 3; 2; 16; [g96bf, g208]; [g96, g379, g354]; [g96bf, g208]; [g300]; g208; 110; 185114
47; g154; i199; 5; 5; 0.01272264631043257; 2; 2; 8; [i199, g211, g303, i372, g154]; [g76, g210]; [g303, g154]; [i375, i390]; g303; 01; 211002
48; g154; i291; 0; 2; 0.005089058524173028; 2; 2; 8; [g154, i291]; [g194, i372]; [i291, g154]; [g375, i390]; i291; 00; 105797
49; g154; g116; 0; 2; 0.005089058524173028; 2; 2; 8; [g154, g116]; [g356, i372]; [g154, g116]; [i390, g341]; g116; 01; 57728
50; g154; g358; 0; 2; 0.005089058524173028; 2; 2; 8; [g154, g358]; [i372, g357]; [g154, g358]; [i390, g112, g251, g212]; g154; 11; 357866
51; g154; i527; 19; 19; 0.04834605597964377; 8; 4; 1024; [g154, i390, g392, g393, ii527, g261, g280, i293, g134, i292, i294, i517, g327, g86, i398, g168, i524, g169, i527]; [i372, g366, g64, g395, g397, g22, g231, g247]; [g86, i527, g392, g393]; [g86bf, g353, g227, g243, i515, g262, g276, i553, i521, ii524]; g86; 11010111; 10331
52; g154; i541; 24; 24; 0.061068702290076333; 10; 7; 7168; [g154, i390, g392, g393, ii527, g261, g280, i293, g134, i292, i294, i517, g327, g86, i398, g168, i524, g169, i527, g353, g354, g208, g300, i541]; [i372, g366, g64, g395, g397, g22, g209, g231, g247, g379]; [g86, g354, i541, g300, g392, g393, g353]; [g86bf, g120, g150, i544, g227, g243, i515, g262, g276, g255, i553, g254, i521, ii524]; i541; 0010111001; 9076
53; g154; i258; 28; 28; 0.07124681933842239; 10; 8; 8192; [g154, i390, g392, g393, ii527, g261, i553, g275, g280, i293, g134, i292, i294, i517, g327, i258, g86, i398, g168, i524, g169, i527, g353, g354, g208, g300, i541, g150]; [i372, g366, g64, g395, g397, g22, g209, g231, g247, g379]; [g86, g354, g300, g150, i258, g392, g393, g353]; [g86bf, g120, i544, i551, g391, g129, g227, g243, i515, g262, g276, g255, g226, g242, g254, i521, ii524]; i258; 1011010011; 46636
54; g154; g96; 0; 2; 0.005089058524173028; 3; 2; 16; [g154, g96]; [i372, g345, g31]; [g96, g154]; [g96bf, i390]; g154; 000; 8341
55; g154; g240; 0; 2; 0.005089058524173028; 3; 2; 16; [g154, g240]; [i372, g359, g383]; [g154, g240]; [i390, g268]; g154; 101; 7258
56; g154; g285; 0; 2; 0.005089058524173028; 3; 2; 16; [g154, g285]; [i372, g236, g252]; [g154, g285]; [i390, i327, i328]; g154; 000; 11192
57; g154; g137; 0; 2; 0.005089058524173028; 3; 2; 16; [g154, g137]; [i372, i314, i315]; [g137, g154]; [i324, i390]; g137; 100; 13693
58; g374; i649; 0; 2; 0.005089058524173028; 2; 2; 8; [g374, i649]; [g6, g373]; [i649, g374]; [g362, g236, g237, g252]; g374; 00; 14180
59; g374; g223; 0; 2; 0.005089058524173028; 2; 2; 8; [g374, g223]; [i190, g373]; [g223, g374]; [g321, g236, g237, g252]; g374; 00; 19126
60; g374; g329; 16; 16; 0.04071246819338423; 3; 6; 48; [g329, g87, i406, g173, i335, g174, i341, g355, g356, g116, g341, i366, g198, i386, g373, g374]; [i321, g23, g117]; [g87, g341, g356, g373, g374, g355]; [g87bf, i369, g253, i533, g236, g237, g252, i537, g258, g210]; g356; 100; 11338
61; g374; i390; 0; 2; 0.005089058524173028; 2; 2; 8; [g374, i390]; [g154, g373]; [i390, g374]; [g392, g236, g237, g252]; i390; 11; 10353
62; g374; i469; 0; 2; 0.005089058524173028; 2; 2; 8; [g374, i469]; [g373, g306]; [i469, g374]; [g307, g236, g237, g252]; i469; 11; 7563
63; g374; i230; 0; 2; 0.005089058524173028; 2; 2; 8; [g374, i230]; [g373, g271]; [i230, g374]; [g125, g236, g237, g252]; i230; 01; 19682
64; g374; g106; 0; 2; 0.005089058524173028; 3; 2; 16; [g374, g106]; [g373, g310, g17]; [g106, g374]; [g106bf, g236, g237, g252]; g106; 001; 24733
65; g374; g249; 0; 2; 0.005089058524173028; 4; 2; 32; [g374, g249]; [g373, g366, g66, g397]; [g374, g249]; [g236, g237, g252, g282]; g374; 0010; 11506
66; g374; g239; 0; 2; 0.005089058524173028; 3; 2; 16; [g374, g239]; [g373, g370, g371]; [g374, g239]; [g236, g237, g252, g288]; g239; 111; 9779
67; i547; i649; 0; 2; 0.005089058524173028; 2; 2; 8; [i547, i649]; [g6, g206]; [i649, i547]; [g362, g369]; i649; 01; 9828
68; i547; i257; 0; 2; 0.005089058524173028; 2; 2; 8; [i547, i257]; [g324, g206]; [i257, i547]; [g325, g369]; i547; 11; 8224
69; i547; g382; 0; 2; 0.005089058524173028; 2; 2; 8; [i547, g382]; [g381, g206]; [i547, g382]; [g369, g230]; i547; 10; 10068
70; i547; g310; 0; 2; 0.005089058524173028; 2; 2; 8; [i547, g310]; [i363, g206]; [i547, g310]; [g369, g106]; g310; 11; 10284
71; i547; ii272; 0; 2; 0.005089058524173028; 2; 2; 8; [i547, ii272]; [g277, g206]; [ii272, i547]; [g131, g369]; i547; 01; 19136
72; i547; g289; 0; 2; 0.005089058524173028; 4; 2; 32; [i547, g289]; [g206, g386, g388, g389]; [g289, i547]; [i356, g369]; i547; 0100; 10477
73; i547; g300; 0; 2; 0.005089058524173028; 3; 2; 16; [i547, g300]; [g206, g208, g209]; [g300, i547]; [i541, i544, g369]; i547; 010; 8493
74; i547; g258; 0; 2; 0.005089058524173028; 5; 2; 64; [i547, g258]; [g206, g361, g373, g375, i518]; [i547, g258]; [g369, g272]; g258; 11000; 9686
75; g126; g379; 107; 107; 0.272264631043257; 23; 26; 218103808; [g379, g231, g232, g233, g234, g247, g248, g263, g264, g281, g283, g282, g280, i300, i314, g135, g137, g214, g210, i307, g136, g212, i293, g134, g208, i299, i313, i301, i315, i321, g329, i324, g333, i306, i308, i442, g331, i292, i294, i517, g327, g87, g89, g309, g303, g88, g306, g86, g300, i406, i422, g173, g183, i335, g174, i338, g184, i341, g355, g359, g356, g116, i360, g162, i372, g154, i382, g396, i390, g392, g397, g393, i414, g178, i449, g179, i452, g357, g358, i466, g158, g395, i398, g168, i524, g169, i527, g353, g354, i541, g150, g391, g341, g227, g243, g249, ii527, g261, i518, g258, g272, i366, g198, i386, g373, i237, g126]; [g3, g387, g365, g368, g390, g367, g364, g23, g25, g215, g117, g211, g366, g361, g66, g64, g24, g213, g22, g209, g375, g65, g67]; [g126, g87, g89, g359, g309, g341, g303, g373, g88, g358, g306, g158, g86, g354, g300, g150, g396, g356, g355, g397, g357, g393, g395, g392, g353, g391]; [g87bf, g89bf, g108, i363, i369, i375, g374, g88bf, g112, i469, i476, g86bf, g120, i544, i551, g240, g229, g245, g250, g278, g253, i533, g252, g251, g228, g244, g277, g246, i515, g262, g276, g255, i537, g226, g242, i553, g254, g275, i521, ii524, g260]; g353; 11100001111001100000100; 7966
76; g126; g364; 104; 104; 0.26463104325699743; 25; 28; 939524096; [g364, g365, g247, g248, g263, g264, g281, g283, g282, g280, i300, i314, g135, g137, i307, g136, i293, g134, i299, i313, i301, i315, i321, g329, i324, g333, i306, i308, i442, g331, i292, i294, i517, g327, g87, g89, g88, g86, i406, i422, g173, g183, i335, g174, i338, g184, i341, g355, g359, g356, g116, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g341, g214, g210, g212, g208, i366, g198, i386, g373, g309, g303, g306, g300, g258, g272, i360, g162, i372, g154, i382, g396, i390, g392, g397, g393, i466, g158, g395, i541, g150, g391, i237, g126, g227, g243, g249, ii527, g261, i518]; [i655, g379, g368, g390, g367, g23, g25, g215, g117, g211, g366, g361, g66, g64, g24, g213, g22, g209, g375, g232, g65, g234, g67, g233, g231]; [g126, g87, g89, g359, g309, g341, g303, g373, g88, g358, g306, g158, g86, g354, g300, g150, g364, g396, g356, g365, g355, g397, g357, g393, g395, g392, g353, g391]; [g87bf, g89bf, g108, i363, i369, i375, g374, g88bf, g112, i469, i476, g86bf, g120, i544, i551, g240, g266, g229, g245, g250, g278, g253, i533, g252, g251, i512, g228, g244, g277, g246, i515, g262, g276, i495, g255, i537, g226, g242, i553, g254, g275, i521, ii524, g260]; g88; 0010011001111111000001000; 9238
77; g126; i338; 57; 57; 0.1450381679389313; 19; 17; 8912896; [i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g261, i518, g258, g282, g280, g272, i307, g136, i293, g134, i306, i308, i442, g331, i292, i294, i517, g327, i237, g126, g88, g86, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g212, g208, g306, g300, i466, g158, g395, i541, g150, g391]; [g183, g215, g366, g66, g24, g213, ii527, g22, g209, g361, g373, g375, g233, g263, g231, g247, g227, g243, g379]; [g126, g359, g309, g88, g358, g306, g158, g86, g354, g300, g150, g396, g397, g357, g395, g353, g391]; [g108, i363, g88bf, g112, i469, i476, g86bf, g120, i544, i551, g240, g229, g245, g250, g278, g251, g228, g244, g277, g246, i515, g262, g276, g255, g226, g242, i553, g254, g275, i521, ii524, g260]; g391; 0000101000110001000; 20597
78; g126; g112; 0; 2; 0.005089058524173028; 2; 2; 8; [g126, g112]; [g358, i237]; [g126, g112]; [g335]; g112; 10; 12879
79; g126; i222; 0; 2; 0.005089058524173028; 2; 2; 8; [g126, i222]; [g270, i237]; [g126, i222]; [i224, i223]; i222; 01; 17598
80; g126; g248; 58; 58; 0.1475826972010178; 19; 15; 7864320; [g248, g281, i300, g135, i299, i301, i321, g329, g87, i406, g173, i335, g174, i341, g355, g356, g116, g341, g210, i366, g198, i386, g373, g303, g258, g272, i372, g154, i390, g392, g393, i237, g126, g227, g243, ii527, g261, g280, i293, g134, i292, i294, i517, g327, g86, i398, g168, i524, g169, i527, g353, g354, g208, g300, i541, g150, g391, i518]; [g379, g365, g367, g390, g23, g117, g211, g366, g361, g64, g395, g397, g22, g209, g375, g232, g65, g231, g247]; [g126, g87, g341, g303, g373, g86, g354, g300, g150, g356, g355, g393, g392, g353, g391]; [g87bf, i369, i375, g374, g86bf, g120, i544, i551, g253, i533, g252, i515, g262, g276, g255, i537, g226, g242, i553, g254, i521, ii524]; g303; 0101001010110100010; 12679
81; g126; ii524; 0; 2; 0.005089058524173028; 4; 2; 32; [g126, ii524]; [i237, g352, g391, g393]; [g126, ii524]; [g260]; g126; 1111; 10086
82; g126; g284; 0; 2; 0.005089058524173028; 3; 2; 16; [g126, g284]; [i237, g235, g251]; [g126, g284]; [i320, ii321]; g284; 010; 18105
83; g126; ii335; 0; 2; 0.005089058524173028; 3; 2; 16; [g126, ii335]; [i237, g286, i334]; [g126, ii335]; [g140]; g126; 001; 9363
84; g89; g221; 0; 2; 0.005089058524173028; 3; 2; 16; [g89, g221]; [i184, g333, g25]; [g89, g221]; [g89bf, i422, g318]; g221; 110; 8202
85; g89; g372; 0; 2; 0.005089058524173028; 3; 2; 16; [g89, g372]; [g371, g333, g25]; [g89, g372]; [g89bf, i422, g238]; g89; 111; 3688
86; g89; g154; 0; 2; 0.005089058524173028; 3; 2; 16; [g89, g154]; [i372, g333, g25]; [g89, g154]; [g89bf, i422, i390]; g89; 011; 6679
87; g89; i452; 27; 27; 0.06870229007633588; 9; 7; 3584; [g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g282, i307, g136, i306, i308, i442, g331, g88, i414, g178, i449, g179, i452]; [g333, g25, g215, g366, g66, g24, g233, g263, g379]; [g89, g359, g309, g88, i452, g396, g397]; [g89bf, g108, i363, g88bf, g357, g240, g229, g245, g250, g278, g277, i515, g261, g262, g276, g275, i518, i521]; g359; 010000000; 8734
88; g89; i320; 40; 40; 0.10178117048346055; 11; 13; 26624; [g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g282, i307, g136, i306, i308, i442, g331, g88, i414, g178, i449, g179, i452, g357, g358, g112, g335, g251, g284, i460, g190, i472, g377, g378, i320, g235]; [g333, g25, g215, g366, g66, g24, g113, g381, g233, g263, g379]; [g89, g359, g309, g88, g335, i320, g396, g377, g397, g378, g357, g358, g284]; [g89bf, g108, i363, g88bf, i463, i322, g240, g229, g245, g250, g278, i512, ii538, g277, g230, g246, i515, g261, g262, g276, g275, i518, i521, g259, g212, ii321]; g377; 00100010011; 8715
89; g89; i258; 57; 57; 0.1450381679389313; 16; 17; 1114112; [g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g261, g275, g282, g280, i307, g136, i293, g134, i306, i308, i442, g331, i292, i294, i517, g327, i258, g88, g86, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g212, g208, g306, g300, i466, g158, g395, i541, g150, i553]; [g333, g25, g215, g366, g66, g24, g213, ii527, g22, g209, g393, g233, g263, g231, g247, g379]; [g89, g359, g309, g88, g358, g306, g158, g86, g354, g300, g150, i258, g396, g397, g357, g395, g353]; [g89bf, g108, i363, g88bf, g112, i469, i476, g86bf, g120, i544, i551, g391, g129, g240, g229, g245, g250, g278, g251, g228, g244, g277, g246, i515, g262, g276, g255, g226, g242, g254, i518, i521, g260]; g89; 1001110100001011; 7356
90; g89; g245; 13; 13; 0.03307888040712468; 5; 5; 160; [g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g245]; [g333, g25, g215, g352, g379]; [g89, g359, g309, g396, g245]; [g89bf, g108, i363, g397, g240, g229, g250, g278, g274]; g89; 10001; 23514
91; g89; i314; 5; 5; 0.01272264631043257; 4; 1; 16; [i314, g137, i324, g333, g89]; [g25, g283, i313, i315]; [g89]; [g89bf, i422]; g89; 0011; 18983
92; g89; g141; 64; 64; 0.1628498727735369; 17; 17; 2228224; [g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g261, g282, g280, i307, g136, i293, g134, i306, i308, i442, g331, i292, i294, i517, g327, g88, g86, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g120, g347, g254, g287, g212, i342, g141, i535, g206, i547, g369, g370, ii341, i343, g306, g238, i466, g158, g395]; [g333, g25, g215, g366, g66, g24, g213, ii527, g22, g121, g372, g371, g233, g263, g231, g247, g379]; [g141, g89, g359, g309, g88, g358, g306, g158, g86, g347, g396, g397, g357, g395, g369, g354, g370]; [g89bf, g108, i363, g88bf, g112, i469, i476, g86bf, i538, g240, g229, g245, g250, g278, g251, g228, g244, g277, g246, i515, g262, g276, i495, g255, g257, i537, g239, g275, i518, i521, g260, g208]; g89; 11010111001010011; 5859
93; i518; g379; 95; 95; 0.24173027989821882; 20; 24; 25165824; [g379, g231, g232, g233, g234, g247, g248, g263, g264, g281, g283, g282, g280, i300, i314, g135, g137, g214, g210, i307, g136, g212, i293, g134, g208, i299, i313, i301, i315, i321, g329, i324, g333, i306, i308, i442, g331, i292, i294, i517, g327, g87, g89, g309, g303, g88, g306, g86, g300, i406, i422, g173, g183, i335, g174, i338, g184, i341, g355, g359, g356, i360, g162, i372, g154, i382, g396, i390, g392, g397, g393, i414, g178, i449, g179, i452, g357, g358, i466, g158, g395, i398, g168, i524, g169, i527, g353, g354, i541, g150, g391, g249, ii527, g261, i518]; [g3, g387, g365, g368, g390, g367, g364, g23, g25, g215, g211, g366, g66, g64, g24, g213, g22, g209, g65, g67]; [g87, g89, g359, g356, g309, g303, g88, g358, g306, g158, g86, g354, g300, g150, g396, g392, g355, g397, g357, g393, g395, g353, g391, i518]; [g87bf, g89bf, g108, g116, i363, i375, g88bf, g112, i469, i476, g86bf, g120, i544, i551, g240, g229, g245, g250, g278, g253, g227, g243, g252, g251, g228, g244, g277, g246, i515, g262, g276, g255, g226, g242, i553, g254, g275, i521, ii524, g258, g260]; g392; 01001001100110100111; 9740
94; i518; g202; 0; 2; 0.005089058524173028; 4; 2; 32; [i518, g202]; [i266, g391, g395, g397]; [g202, i518]; [i295, g258]; i518; 1100; 9404
95; i518; i291; 0; 2; 0.005089058524173028; 4; 2; 32; [i518, i291]; [g194, g391, g395, g397]; [i291, i518]; [g375, g258]; i291; 0001; 8235
96; i518; g396; 45; 45; 0.11450381679389313; 13; 15; 122880; [g396, g397, g249, g261, i518, g282, g280, i307, g136, i293, g134, i306, i308, i442, g331, i292, i294, i517, g327, g88, g86, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g212, g208, g306, g300, i466, g158, g395, i541, g150, g391]; [i382, g366, g66, g24, g213, ii527, g22, g209, g233, g263, g231, g247, g379]; [g88, g358, g306, g158, g86, g354, g300, g150, g396, g397, g357, g395, g353, g391, i518]; [g88bf, g112, i469, i476, g86bf, g120, i544, i551, g229, g245, g250, g278, g251, g228, g244, g277, g246, i515, g262, g276, g255, g226, g242, i553, g254, g275, i521, ii524, g258, g260]; g158; 0100110100011; 6794
97; i518; g105bf; 0; 2; 0.005089058524173028; 4; 2; 32; [i518, g105bf]; [g105, g391, g395, g397]; [g105bf, i518]; [g258]; g105bf; 1100; 17331
98; i518; g301; 0; 2; 0.005089058524173028; 4; 2; 32; [i518, g301]; [i544, g391, g395, g397]; [g301, i518]; [g103, g258]; i518; 1011; 6231
99; i518; g125; 0; 2; 0.005089058524173028; 4; 2; 32; [i518, g125]; [i230, g391, g395, g397]; [g125, i518]; [g258]; g125; 1110; 6741
100; i518; ii527; 23; 23; 0.058524173027989825; 10; 7; 7168; [ii527, g261, g280, i293, g134, i292, i294, i517, g327, g86, i398, g168, i524, g169, i527, g353, g354, g208, g300, i541, g150, g391, i518]; [g366, g64, g393, g395, g397, g22, g209, g231, g247, g379]; [g86, g354, g300, g150, g353, g391, i518]; [g86bf, g120, i544, i551, g255, g226, g242, i553, g254, i521, ii524, g258]; g354; 0111011101; 7491
101; i518; i286; 0; 2; 0.005089058524173028; 5; 2; 64; [i518, i286]; [g391, g395, g397, g279, i285]; [i518, i286]; [g258, g133]; i518; 00010; 7663
102; g268; i178; 0; 2; 0.005089058524173028; 3; 2; 16; [g268, i178]; [g80, g224, g240]; [i178, g268]; [g219, ii208, i209]; i178; 010; 7529
103; g268; g110; 0; 2; 0.005089058524173028; 3; 2; 16; [g268, g110]; [g360, g224, g240]; [g268, g110]; [ii208, g324, i209]; g268; 001; 6904
104; g268; i254; 0; 2; 0.005089058524173028; 3; 2; 16; [g268, i254]; [g324, g224, g240]; [i254, g268]; [g166, ii208, i209]; i254; 000; 6819
105; g268; i382; 0; 2; 0.005089058524173028; 3; 2; 16; [g268, i382]; [g162, g224, g240]; [i382, g268]; [g396, ii208, i209]; g268; 010; 6710
106; g268; i285; 0; 2; 0.005089058524173028; 3; 2; 16; [g268, i285]; [g279, g224, g240]; [g268, i285]; [ii208, ii287, i209, i286]; i285; 000; 17209
107; g268; g98; 0; 2; 0.005089058524173028; 4; 2; 32; [g268, g98]; [g339, g33, g224, g240]; [g98, g268]; [g98bf, ii208, i209]; g268; 1011; 6507
108; g268; g255; 0; 2; 0.005089058524173028; 5; 2; 64; [g268, g255]; [g354, g369, g371, g224, g240]; [g268, g255]; [ii208, g288, i209]; g268; 01001; 6758
109; g268; g254; 0; 2; 0.005089058524173028; 5; 2; 64; [g268, g254]; [g353, g370, g371, g224, g240]; [g268, g254]; [ii208, g287, i209]; g254; 01110; 6803
110; g140; g121; 0; 2; 0.005089058524173028; 3; 2; 16; [g140, g121]; [i187, ii335, i336]; [g140, g121]; [g347]; g121; 111; 6632
111; g140; i291; 9; 9; 0.022900763358778626; 4; 2; 32; [i291, g375, g253, g237, g286, ii335, g140, i334, i336]; [g194, g356, g373, g374]; [g140, g375]; [g376, g265, g252, i537, g258]; g140; 1100; 7272
112; g140; i329; 0; 2; 0.005089058524173028; 3; 2; 16; [g140, i329]; [i327, ii335, i336]; [g140, i329]; [g139]; i329; 101; 6460
113; g140; i210; 0; 2; 0.005089058524173028; 3; 2; 16; [g140, i210]; [ii208, ii335, i336]; [g140, i210]; [g122]; g140; 011; 6662
