inputFileName=c499.bench; numberOfInputs=41; numberOfOutputs=32; numberOfGates=202; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
26; 256; 299; 2; 2; 0.009900990099009901; 3; 1; 8; [256, 299]; [49, 53, 257]; [299]; [339, 341]; {299}; {111}; 27.0; 0000101000001110000000000000000000000000x
27; 257; 257; 1; 1; 0.0049504950495049506; 2; 1; 4; [257]; [57, 61]; [257]; [299]; {257}; {00}; 27.0; 0000000100000000000000000000000000000000x
28; 257; 299; 2; 2; 0.009900990099009901; 3; 1; 8; [257, 299]; [57, 61, 256]; [299]; [339, 341]; {299}; {000}; 30.0; 0000000100000000000000000000000000000000x
29; 258; 258; 1; 1; 0.0049504950495049506; 2; 1; 4; [258]; [65, 69]; [258]; [302]; {258}; {00}; 26.0; 0000000000000000000000000000000100000000x
30; 258; 258; 1; 1; 0.0049504950495049506; 2; 1; 4; [258]; [65, 69]; [258]; [302]; {258}; {01}; 27.0; 0000000000000000010000000000000000000000x
31; 258; 258; 1; 1; 0.0049504950495049506; 2; 1; 4; [258]; [65, 69]; [258]; [302]; {258}; {10}; 25.0; 0000010000000000100000000000100000000000x
32; 258; 258; 1; 1; 0.0049504950495049506; 2; 1; 4; [258]; [65, 69]; [258]; [302]; {258}; {11}; 28.0; 0000000000000000110000000000100000000000x
33; 258; 302; 2; 2; 0.009900990099009901; 3; 1; 8; [258, 302]; [65, 69, 259]; [302]; [342, 344]; {302}; {000}; 21.0; 0000000000000000000000000000000100000000x
34; 259; 259; 1; 1; 0.0049504950495049506; 2; 1; 4; [259]; [73, 77]; [259]; [302]; {259}; {01}; 34.0; 0000011000000000000100000000000000000000x
35; 259; 302; 2; 2; 0.009900990099009901; 3; 1; 8; [259, 302]; [73, 77, 258]; [302]; [342, 344]; {302}; {010}; 34.0; 0000011000000000000100000000000000000000x
36; 260; 260; 1; 1; 0.0049504950495049506; 2; 1; 4; [260]; [81, 85]; [260]; [305]; {260}; {01}; 33.0; 0000000000000000000001000000000000000000x
37; 260; 305; 2; 2; 0.009900990099009901; 3; 1; 8; [260, 305]; [81, 85, 261]; [305]; [342, 345]; {305}; {000}; 37.0; 0000000000000000000000000000000100000000x
38; 261; 261; 1; 1; 0.0049504950495049506; 2; 1; 4; [261]; [89, 93]; [261]; [305]; {261}; {00}; 42.0; 0000000000000000000000000000000100000000x
39; 261; 305; 2; 2; 0.009900990099009901; 3; 1; 8; [261, 305]; [89, 93, 260]; [305]; [342, 345]; {305}; {011}; 47.0; 0000000000000000000010010000100000000000x
40; 262; 262; 1; 1; 0.0049504950495049506; 2; 1; 4; [262]; [97, 101]; [262]; [308]; {262}; {00}; 32.0; 0000000000000000000000010000000000000000x
41; 262; 308; 2; 2; 0.009900990099009901; 3; 1; 8; [262, 308]; [97, 101, 263]; [308]; [343, 344]; {308}; {010}; 37.0; 0000000000000000000000000100000000000000x
42; 263; 263; 1; 1; 0.0049504950495049506; 2; 1; 4; [263]; [105, 109]; [263]; [308]; {263}; {10}; 31.0; 0000000000000000000000110010000000000000x
43; 263; 308; 2; 2; 0.009900990099009901; 3; 1; 8; [263, 308]; [105, 109, 262]; [308]; [343, 344]; {308}; {101}; 31.0; 0000000000000000000000101010000000000000x
44; 264; 264; 1; 1; 0.0049504950495049506; 2; 1; 4; [264]; [113, 117]; [264]; [311]; {264}; {00}; 30.0; 0000000000000000000000010000000000000000x
45; 264; 311; 2; 2; 0.009900990099009901; 3; 1; 8; [264, 311]; [113, 117, 265]; [311]; [343, 345]; {311}; {100}; 28.0; 0000100000000000000010000000100000000000x
46; 265; 265; 1; 1; 0.0049504950495049506; 2; 1; 4; [265]; [121, 125]; [265]; [311]; {265}; {11}; 41.0; 0000000000000000000000100000001100000000x
47; 265; 311; 2; 2; 0.009900990099009901; 3; 1; 8; [265, 311]; [121, 125, 264]; [311]; [343, 345]; {311}; {000}; 31.0; 0000000000000000000000010000000000000000x
48; 266; 266; 1; 1; 0.0049504950495049506; 2; 1; 4; [266]; [129, 137]; [266]; [346]; {266}; {00}; 29.0; 000000000000000000000000000010000xxxxxxx0
49; 266; 346; 2; 2; 0.009900990099009901; 3; 1; 8; [266, 346]; [129, 137, 342]; [346]; [354]; {346}; {111}; 30.0; 00000000000000001110000001000010100000001
50; 266; 354; 3; 3; 0.01485148514851485; 4; 1; 16; [266, 346, 354]; [129, 137, 342, 314]; [354]; [554, 557, 560, 590, 592, 597, 640, 645, 692, 696, 700, 704]; {354}; {0100}; 38.0; 10001000100010000000000000100000000000001
51; 267; 267; 1; 1; 0.0049504950495049506; 2; 1; 4; [267]; [130, 137]; [267]; [347]; {267}; {11}; 28.0; 00000000000000000000100000000000010000001
52; 267; 347; 2; 2; 0.009900990099009901; 3; 1; 8; [267, 347]; [130, 137, 343]; [347]; [367]; {347}; {001}; 29.0; 00000000000000000010000010000000x0xxxxxx0
53; 267; 367; 3; 3; 0.01485148514851485; 4; 1; 16; [267, 347, 367]; [130, 137, 343, 315]; [367]; [555, 558, 563, 586, 588, 596, 650, 655, 693, 697, 701, 705]; {367}; {1111}; 36.0; 00000000010000000000000000100000010000001
54; 268; 268; 1; 1; 0.0049504950495049506; 2; 1; 4; [268]; [131, 137]; [268]; [348]; {268}; {10}; 41.0; 00000000000000000000000000000100xx1xxxxx0
55; 268; 348; 2; 2; 0.009900990099009901; 3; 1; 8; [268, 348]; [131, 137, 344]; [348]; [380]; {348}; {000}; 31.0; 00000000000000000110000000000000xx0xxxxx0
56; 268; 380; 3; 3; 0.01485148514851485; 4; 1; 16; [268, 348, 380]; [131, 137, 344, 316]; [380]; [556, 561, 564, 589, 593, 595, 640, 650, 694, 698, 702, 706]; {380}; {0110}; 35.0; 00000000000000000100000000000000000000001
57; 269; 269; 1; 1; 0.0049504950495049506; 2; 1; 4; [269]; [132, 137]; [269]; [349]; {269}; {10}; 35.0; 00000000000000000000000001000000xxx1xxxx0
58; 269; 349; 2; 2; 0.009900990099009901; 3; 1; 8; [269, 349]; [132, 137, 345]; [349]; [393]; {349}; {101}; 37.0; 00000000000000000100111000000000xxx1xxxx0
59; 269; 393; 3; 3; 0.01485148514851485; 4; 1; 16; [269, 349, 393]; [132, 137, 345, 317]; [393]; [559, 562, 565, 587, 591, 594, 645, 655, 695, 699, 703, 707]; {393}; {0100}; 49.0; 00010001000100010000000000100000000000001
60; 270; 270; 1; 1; 0.0049504950495049506; 2; 1; 4; [270]; [133, 137]; [270]; [350]; {270}; {00}; 30.0; 00000000000010000000000000000000xxxx0xxx0
61; 270; 350; 2; 2; 0.009900990099009901; 3; 1; 8; [270, 350]; [133, 137, 338]; [350]; [406]; {350}; {110}; 32.0; 01100000000000000000000000000000000010001
62; 270; 406; 3; 3; 0.01485148514851485; 4; 1; 16; [270, 350, 406]; [133, 137, 338, 318]; [406]; [570, 572, 574, 577, 580, 601, 620, 625, 708, 712, 716, 720]; {406}; {1000}; 33.0; 00000000001000001000100010001000xxxx1xxx0
63; 271; 271; 1; 1; 0.0049504950495049506; 2; 1; 4; [271]; [134, 137]; [271]; [351]; {271}; {00}; 30.0; 00001000000000000000000000000000xxxxx0xx0
64; 271; 351; 2; 2; 0.009900990099009901; 3; 1; 8; [271, 351]; [134, 137, 339]; [351]; [419]; {351}; {100}; 46.0; 00000000011000000000000000000000xxxxx1xx0
65; 271; 419; 3; 3; 0.01485148514851485; 4; 1; 16; [271, 351, 419]; [134, 137, 339, 319]; [419]; [566, 568, 575, 578, 583, 600, 630, 635, 709, 713, 717, 721]; {419}; {1100}; 34.0; 00000100000000000000000000000000000001001
66; 272; 272; 1; 1; 0.0049504950495049506; 2; 1; 4; [272]; [135, 137]; [272]; [352]; {272}; {00}; 28.0; 00000000000001000000000000000000xxxxxx0x0
67; 272; 272; 1; 1; 0.0049504950495049506; 2; 1; 4; [272]; [135, 137]; [272]; [352]; {272}; {01}; 30.0; 00000000000001000000000000000000000000001
68; 272; 272; 1; 1; 0.0049504950495049506; 2; 1; 4; [272]; [135, 137]; [272]; [352]; {272}; {10}; 30.0; 00000000000001000000000000000000xxxxxx1x0
69; 272; 272; 1; 1; 0.0049504950495049506; 2; 1; 4; [272]; [135, 137]; [272]; [352]; {272}; {11}; 28.0; 00000000000001000000000000000000000000101
70; 272; 352; 2; 2; 0.009900990099009901; 3; 1; 8; [272, 352]; [135, 137, 340]; [352]; [432]; {352}; {000}; 37.0; 01100000000000000000000000000000xxxxxx0x0
71; 272; 432; 3; 3; 0.01485148514851485; 4; 1; 16; [272, 352, 432]; [135, 137, 340, 320]; [432]; [569, 573, 576, 581, 584, 599, 620, 630, 710, 714, 718, 722]; {432}; {1101}; 31.0; 00000000000000000000000000100000000000101
72; 273; 273; 1; 1; 0.0049504950495049506; 2; 1; 4; [273]; [136, 137]; [273]; [353]; {273}; {00}; 31.0; 00000000010000000000000000000000xxxxxxx00
73; 273; 353; 2; 2; 0.009900990099009901; 3; 1; 8; [273, 353]; [136, 137, 341]; [353]; [445]; {353}; {011}; 38.0; 01001110000000000000000000000000000000001
74; 273; 445; 3; 3; 0.01485148514851485; 4; 1; 16; [273, 353, 445]; [136, 137, 341, 321]; [445]; [567, 571, 579, 582, 585, 598, 625, 635, 711, 715, 719, 723]; {445}; {1000}; 33.0; 00000000001000000001000100010001xxxxxxx10
75; 274; 274; 1; 1; 0.0049504950495049506; 2; 1; 4; [274]; [1, 17]; [274]; [314]; {274}; {00}; 44.0; 0000000000000000000000000000100000000000x
76; 274; 314; 2; 2; 0.009900990099009901; 3; 1; 8; [274, 314]; [1, 17, 275]; [314]; [354]; {314}; {000}; 50.0; 0000000000000000000000000000100000000000x
77; 274; 354; 3; 3; 0.01485148514851485; 4; 1; 16; [274, 314, 354]; [1, 17, 275, 346]; [354]; [554, 557, 560, 590, 592, 597, 640, 645, 692, 696, 700, 704]; {354}; {0111}; 32.0; 00001100000010000000000000000000100000001
78; 275; 275; 1; 1; 0.0049504950495049506; 2; 1; 4; [275]; [33, 49]; [275]; [314]; {275}; {10}; 31.0; 0000000011000000000000000000100000000000x
79; 275; 314; 2; 2; 0.009900990099009901; 3; 1; 8; [275, 314]; [33, 49, 274]; [314]; [354]; {314}; {101}; 36.0; 1100000011000000000000000000100000000000x
80; 275; 354; 3; 3; 0.01485148514851485; 4; 1; 16; [275, 314, 354]; [33, 49, 274, 346]; [354]; [554, 557, 560, 590, 592, 597, 640, 645, 692, 696, 700, 704]; {354}; {0010}; 55.0; 0000100000000000000000000000000000000000x
81; 276; 276; 1; 1; 0.0049504950495049506; 2; 1; 4; [276]; [5, 21]; [276]; [315]; {276}; {10}; 37.0; 1100000000000000000010000000000000000000x
82; 276; 315; 2; 2; 0.009900990099009901; 3; 1; 8; [276, 315]; [5, 21, 277]; [315]; [367]; {315}; {001}; 29.0; 0000000011000000000010000000000000000000x
83; 276; 367; 3; 3; 0.01485148514851485; 4; 1; 16; [276, 315, 367]; [5, 21, 277, 347]; [367]; [555, 558, 563, 586, 588, 596, 650, 655, 693, 697, 701, 705]; {367}; {0010}; 37.0; 0000000000000100000000000000000000000000x
84; 277; 277; 1; 1; 0.0049504950495049506; 2; 1; 4; [277]; [37, 53]; [277]; [315]; {277}; {11}; 45.0; 0000000011001100000010000000000000000000x
85; 277; 315; 2; 2; 0.009900990099009901; 3; 1; 8; [277, 315]; [37, 53, 276]; [315]; [367]; {315}; {101}; 45.0; 1100000011000000000010000000000000000000x
86; 277; 367; 3; 3; 0.01485148514851485; 4; 1; 16; [277, 315, 367]; [37, 53, 276, 347]; [367]; [555, 558, 563, 586, 588, 596, 650, 655, 693, 697, 701, 705]; {367}; {0100}; 38.0; 0000000000001100000000000000011000000000x
87; 278; 278; 1; 1; 0.0049504950495049506; 2; 1; 4; [278]; [9, 25]; [278]; [316]; {278}; {11}; 41.0; 0011001100000000000010000000000000000000x
88; 278; 316; 2; 2; 0.009900990099009901; 3; 1; 8; [278, 316]; [9, 25, 279]; [316]; [380]; {316}; {110}; 37.0; 0011001100000000000010000000000000000000x
89; 278; 380; 3; 3; 0.01485148514851485; 4; 1; 16; [278, 316, 380]; [9, 25, 279, 348]; [380]; [556, 561, 564, 589, 593, 595, 640, 650, 694, 698, 702, 706]; {380}; {1001}; 39.0; 00110000000000000000000010100000001000001
90; 279; 279; 1; 1; 0.0049504950495049506; 2; 1; 4; [279]; [41, 57]; [279]; [316]; {279}; {10}; 40.0; 0000000000110000000000000000010000000000x
91; 279; 316; 2; 2; 0.009900990099009901; 3; 1; 8; [279, 316]; [41, 57, 278]; [316]; [380]; {316}; {111}; 43.0; 0011000000110011000000000000010000000000x
92; 279; 380; 3; 3; 0.01485148514851485; 4; 1; 16; [279, 316, 380]; [41, 57, 278, 348]; [380]; [556, 561, 564, 589, 593, 595, 640, 650, 694, 698, 702, 706]; {380}; {1111}; 35.0; 00000010001100110000000000000000001000001
93; 280; 280; 1; 1; 0.0049504950495049506; 2; 1; 4; [280]; [13, 29]; [280]; [317]; {280}; {01}; 66.0; 0000001100000000100000000000000000000000x
94; 280; 317; 2; 2; 0.009900990099009901; 3; 1; 8; [280, 317]; [13, 29, 281]; [317]; [393]; {317}; {011}; 37.0; 0000001100110000000000000100000000000000x
95; 280; 393; 3; 3; 0.01485148514851485; 4; 1; 16; [280, 317, 393]; [13, 29, 281, 349]; [393]; [559, 562, 565, 587, 591, 594, 645, 655, 695, 699, 703, 707]; {393}; {1011}; 40.0; 00110000000000010000000000000000000100001
96; 281; 281; 1; 1; 0.0049504950495049506; 2; 1; 4; [281]; [45, 61]; [281]; [317]; {281}; {11}; 42.0; 0000000000110011000000000100000000000000x
97; 281; 317; 2; 2; 0.009900990099009901; 3; 1; 8; [281, 317]; [45, 61, 280]; [317]; [393]; {317}; {101}; 43.0; 0011000000110000000000000100000000000000x
98; 281; 393; 3; 3; 0.01485148514851485; 4; 1; 16; [281, 317, 393]; [45, 61, 280, 349]; [393]; [559, 562, 565, 587, 591, 594, 645, 655, 695, 699, 703, 707]; {393}; {1000}; 35.0; 0000000000110000000000000000010100000000x
99; 282; 282; 1; 1; 0.0049504950495049506; 2; 1; 4; [282]; [65, 81]; [282]; [318]; {282}; {11}; 31.0; 0000000000001000110011000000000000000000x
100; 282; 318; 2; 2; 0.009900990099009901; 3; 1; 8; [282, 318]; [65, 81, 283]; [318]; [406]; {318}; {101}; 40.0; 0000000000001000110000001100000000000000x
101; 282; 406; 3; 3; 0.01485148514851485; 4; 1; 16; [282, 318, 406]; [65, 81, 283, 350]; [406]; [570, 572, 574, 577, 580, 601, 620, 625, 708, 712, 716, 720]; {406}; {1100}; 32.0; 1001000000000000110011000000000000000000x
102; 283; 283; 1; 1; 0.0049504950495049506; 2; 1; 4; [283]; [97, 113]; [283]; [318]; {283}; {10}; 38.0; 0000000000001000000000001100000000000000x
103; 283; 318; 2; 2; 0.009900990099009901; 3; 1; 8; [283, 318]; [97, 113, 282]; [318]; [406]; {318}; {001}; 32.0; 0000000000001000110000000000000000000000x
104; 283; 406; 3; 3; 0.01485148514851485; 4; 1; 16; [283, 318, 406]; [97, 113, 282, 350]; [406]; [570, 572, 574, 577, 580, 601, 620, 625, 708, 712, 716, 720]; {406}; {0000}; 44.0; 1001000000000000000000000000000000000000x
105; 284; 284; 1; 1; 0.0049504950495049506; 2; 1; 4; [284]; [69, 85]; [284]; [319]; {284}; {00}; 49.0; 0000100000000000000000000000000000000000x
106; 284; 319; 2; 2; 0.009900990099009901; 3; 1; 8; [284, 319]; [69, 85, 285]; [319]; [419]; {319}; {111}; 37.0; 1000100100000000110011001100000000000000x
107; 284; 419; 3; 3; 0.01485148514851485; 4; 1; 16; [284, 319, 419]; [69, 85, 285, 351]; [419]; [566, 568, 575, 578, 583, 600, 630, 635, 709, 713, 717, 721]; {419}; {0111}; 36.0; 00000000000000000000110000000100000001001
108; 285; 285; 1; 1; 0.0049504950495049506; 2; 1; 4; [285]; [101, 117]; [285]; [319]; {285}; {01}; 44.0; 0000100000000000000000000000110000000000x
109; 285; 319; 2; 2; 0.009900990099009901; 3; 1; 8; [285, 319]; [101, 117, 284]; [319]; [419]; {319}; {011}; 35.0; 0000100000000000110000000000110000000000x
110; 285; 419; 3; 3; 0.01485148514851485; 4; 1; 16; [285, 319, 419]; [101, 117, 284, 351]; [419]; [566, 568, 575, 578, 583, 600, 630, 635, 709, 713, 717, 721]; {419}; {1001}; 45.0; 00000000000010100000000011000000000001001
111; 286; 286; 1; 1; 0.0049504950495049506; 2; 1; 4; [286]; [73, 89]; [286]; [320]; {286}; {00}; 52.0; 0000000000000100000000000000000000000000x
112; 286; 320; 2; 2; 0.009900990099009901; 3; 1; 8; [286, 320]; [73, 89, 287]; [320]; [432]; {320}; {010}; 38.0; 0000000000000100000000110000000000000000x
113; 286; 432; 3; 3; 0.01485148514851485; 4; 1; 16; [286, 320, 432]; [73, 89, 287, 352]; [432]; [569, 573, 576, 581, 584, 599, 620, 630, 710, 714, 718, 722]; {432}; {0011}; 31.0; 00000000000000000000000000000010000000101
114; 287; 287; 1; 1; 0.0049504950495049506; 2; 1; 4; [287]; [105, 121]; [287]; [320]; {287}; {10}; 37.0; 0000000000000100000000000011000000000000x
115; 287; 320; 2; 2; 0.009900990099009901; 3; 1; 8; [287, 320]; [105, 121, 286]; [320]; [432]; {320}; {001}; 48.0; 0000000000000100001100000000000000000000x
116; 287; 432; 3; 3; 0.01485148514851485; 4; 1; 16; [287, 320, 432]; [105, 121, 286, 352]; [432]; [569, 573, 576, 581, 584, 599, 620, 630, 710, 714, 718, 722]; {432}; {1010}; 32.0; 0000000000000000000000100011000000000000x
117; 288; 288; 1; 1; 0.0049504950495049506; 2; 1; 4; [288]; [77, 93]; [288]; [321]; {288}; {11}; 32.0; 0000000001000000001100110000000000000000x
118; 288; 321; 2; 2; 0.009900990099009901; 3; 1; 8; [288, 321]; [77, 93, 289]; [321]; [445]; {321}; {001}; 34.0; 0000000001000000000000000011000000000000x
119; 288; 445; 3; 3; 0.01485148514851485; 4; 1; 16; [288, 321, 445]; [77, 93, 289, 353]; [445]; [567, 571, 579, 582, 585, 598, 625, 635, 711, 715, 719, 723]; {445}; {0000}; 32.0; 0000000000000101000000000000000000000000x
120; 289; 289; 1; 1; 0.0049504950495049506; 2; 1; 4; [289]; [109, 125]; [289]; [321]; {289}; {00}; 35.0; 0000000001000000000000000000000000000000x
121; 289; 321; 2; 2; 0.009900990099009901; 3; 1; 8; [289, 321]; [109, 125, 288]; [321]; [445]; {321}; {000}; 35.0; 0000000001000000000000000000000000000000x
122; 289; 445; 3; 3; 0.01485148514851485; 4; 1; 16; [289, 321, 445]; [109, 125, 288, 353]; [445]; [567, 571, 579, 582, 585, 598, 625, 635, 711, 715, 719, 723]; {445}; {1011}; 39.0; 00000000000000000000000100110000000000011
123; 290; 290; 1; 1; 0.0049504950495049506; 2; 1; 4; [290]; [250, 251]; [290]; [338, 340]; {290}; {10}; 32.0; 1000000000001000000001000000000000000000x
124; 293; 293; 1; 1; 0.0049504950495049506; 2; 1; 4; [293]; [252, 253]; [293]; [338, 341]; {293}; {00}; 46.0; 0000000000000001000000000000000000000000x
125; 296; 296; 1; 1; 0.0049504950495049506; 2; 1; 4; [296]; [254, 255]; [296]; [339, 340]; {296}; {10}; 32.0; 0000100010000000000010000000000000000000x
126; 299; 299; 1; 1; 0.0049504950495049506; 2; 1; 4; [299]; [256, 257]; [299]; [339, 341]; {299}; {01}; 38.0; 0000000000000010000000000000000000000000x
127; 302; 302; 1; 1; 0.0049504950495049506; 2; 1; 4; [302]; [258, 259]; [302]; [342, 344]; {302}; {00}; 37.0; 0000000000000000000000000000000100000000x
128; 305; 305; 1; 1; 0.0049504950495049506; 2; 1; 4; [305]; [260, 261]; [305]; [342, 345]; {305}; {00}; 39.0; 0000000000000000000000000000000100000000x
129; 308; 308; 1; 1; 0.0049504950495049506; 2; 1; 4; [308]; [262, 263]; [308]; [343, 344]; {308}; {01}; 37.0; 0000000000000000000000110010000000000000x
130; 311; 311; 1; 1; 0.0049504950495049506; 2; 1; 4; [311]; [264, 265]; [311]; [343, 345]; {311}; {00}; 33.0; 0000000000000000000000010000000000000000x
131; 314; 314; 1; 1; 0.0049504950495049506; 2; 1; 4; [314]; [274, 275]; [314]; [354]; {314}; {01}; 47.0; 0000000011000000000000000000100000000000x
132; 314; 354; 2; 2; 0.009900990099009901; 3; 1; 8; [314, 354]; [274, 275, 346]; [354]; [554, 557, 560, 590, 592, 597, 640, 645, 692, 696, 700, 704]; {354}; {010}; 34.0; 0000000000001000000000000000000000000000x
133; 315; 315; 1; 1; 0.0049504950495049506; 2; 1; 4; [315]; [276, 277]; [315]; [367]; {315}; {00}; 34.0; 0000000000000000000010000000000000000000x
134; 315; 367; 2; 2; 0.009900990099009901; 3; 1; 8; [315, 367]; [276, 277, 347]; [367]; [555, 558, 563, 586, 588, 596, 650, 655, 693, 697, 701, 705]; {367}; {010}; 34.0; 0000000000000100000000000000000000000000x
135; 316; 316; 1; 1; 0.0049504950495049506; 2; 1; 4; [316]; [278, 279]; [316]; [380]; {316}; {11}; 32.0; 0011000000110000000000000000010000000000x
136; 316; 380; 2; 2; 0.009900990099009901; 3; 1; 8; [316, 380]; [278, 279, 348]; [380]; [556, 561, 564, 589, 593, 595, 640, 650, 694, 698, 702, 706]; {380}; {110}; 41.0; 0000001000000010000000000101000000000000x
137; 317; 317; 1; 1; 0.0049504950495049506; 2; 1; 4; [317]; [280, 281]; [317]; [393]; {317}; {11}; 31.0; 0011000000110000000000000100000000000000x
138; 317; 393; 2; 2; 0.009900990099009901; 3; 1; 8; [317, 393]; [280, 281, 349]; [393]; [559, 562, 565, 587, 591, 594, 645, 655, 695, 699, 703, 707]; {393}; {010}; 37.0; 0000000000000001000000000000000000000000x
139; 318; 318; 1; 1; 0.0049504950495049506; 2; 1; 4; [318]; [282, 283]; [318]; [406]; {318}; {10}; 36.0; 0000000000001000110000000000000000000000x
140; 318; 406; 2; 2; 0.009900990099009901; 3; 1; 8; [318, 406]; [282, 283, 350]; [406]; [570, 572, 574, 577, 580, 601, 620, 625, 708, 712, 716, 720]; {406}; {000}; 35.0; 0000010100000000000000000000000000000000x
141; 319; 319; 1; 1; 0.0049504950495049506; 2; 1; 4; [319]; [284, 285]; [319]; [419]; {319}; {01}; 36.0; 0000100000000000000000001100000000000000x
142; 319; 419; 2; 2; 0.009900990099009901; 3; 1; 8; [319, 419]; [284, 285, 351]; [419]; [566, 568, 575, 578, 583, 600, 630, 635, 709, 713, 717, 721]; {419}; {010}; 33.0; 0000000000000000000000000000010000000000x
143; 320; 320; 1; 1; 0.0049504950495049506; 2; 1; 4; [320]; [286, 287]; [320]; [432]; {320}; {01}; 31.0; 0000000000000100000000000011000000000000x
