inputFileName=c5315.bench; numberOfInputs=178; numberOfOutputs=123; numberOfGates=2307; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
41; 1151; 2061; 2; 2; 8.669267446900737E-4; 2; 1; 4; [1151, 2061]; [386, 556]; [2061]; []; {2061}; {11}; 64.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxx
42; 1152; 1152; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1152]; [245]; [1152]; []; {1152}; {1}; 64.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
43; 1153; 1153; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1153]; [552]; [1153]; []; {1153}; {1}; 63.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx
44; 1154; 1154; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1154]; [562]; [1154]; []; {1154}; {0}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxx
45; 1155; 1155; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1155]; [559]; [1155]; []; {1155}; {0}; 63.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxx
46; 1156; 1156; 1; 1; 4.3346337234503684E-4; 4; 1; 16; [1156]; [386, 559, 556, 552]; [1156]; [7703]; {1156}; {0011}; 49.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0100000000x1xxx1000001100000000010111010000000xx0xxxxxxxxxxxxxxxx1101xxxxxxxxxxxxxxxxxxxxxx
47; 1156; 7703; 2; 2; 8.669267446900737E-4; 6; 1; 64; [1156, 7703]; [386, 559, 556, 552, 7631, 245]; [7703]; []; {7703}; {110110}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0100000000x0xxx1000001100000000010111010000000xx1xxxxxxxxxxxxxxxx1011xxxxxxxxxxxxxxxxxxxxxx
48; 1157; 1157; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1157]; [566]; [1157]; [7988, 7989, 8043]; {1157}; {1}; 47.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1x1x1x1x1xxxxxx1x1x1x1xxxxxxxxxxxxx1xxxxxxxxxx1x01111110xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxx10x
49; 1161; 1161; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1161]; [571]; [1161]; [2585, 2586, 2587, 2588, 2589, 2653, 7434, 7667, 7669, 7671, 7673]; {1161}; {1}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxx1xxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx10xxxxxxxxxxxxxxxx01x
50; 1173; 1173; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1173]; [574]; [1173]; [2585, 2586, 2587, 2588, 2589, 2664, 3616, 3617, 3618, 3619, 3620]; {1173}; {0}; 31.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxxxxx1xxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx00xxxxxxxxxxxxxxxx01x
51; 1185; 1185; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1185]; [571]; [1185]; [2591, 2592, 2593, 2594, 2681, 2703, 7338, 7436, 7438, 7440, 8118]; {1185}; {1}; 64.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx0x1xxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx10xxxxxxxxxxxxxxxx01x
52; 1197; 1197; 1; 1; 4.3346337234503684E-4; 1; 1; 2; [1197]; [574]; [1197]; [2591, 2592, 2593, 2594, 2692, 2703, 3621, 3622, 3623, 3624, 3662]; {1197}; {1}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xxxxxx1xxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx11xxxxxxxxxxxxxxxx01x
