inputFileName=s526n.bench; numberOfInputs=24; numberOfOutputs=27; numberOfGates=194; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
70; g63; g124; 0; 2; 0.010309278350515464; 4; 2; 32; [g63, g124]; [g20, g104, g116, g16]; [g124, g63]; [g120, g121, g67, g37, g117, g132, g66]; g124; 0001; 3648
71; g63; g212; 0; 2; 0.010309278350515464; 4; 2; 32; [g63, g212]; [i362, g104, g116, g16]; [g212, g63]; [g207, g210, g67]; g63; 1001; 3528
72; g63; g46; 0; 2; 0.010309278350515464; 4; 2; 32; [g63, g46]; [g116, g112, g104, g16]; [g63, g46]; [g67, g97]; g63; 1110; 3813
73; g63; g99; 0; 2; 0.010309278350515464; 5; 2; 64; [g63, g99]; [g116, g122, g123, g104, g16]; [g63, g99]; [g67, g96]; g99; 11110; 3784
74; g63; g153; 0; 2; 0.010309278350515464; 5; 2; 64; [g63, g153]; [g172, g27, g104, g116, g16]; [g63, g153]; [g67, g190]; g153; 00011; 3703
75; g63; g67; 2; 2; 0.010309278350515464; 6; 1; 64; [g63, g67]; [g211, g64, g71, g104, g116, g16]; [g67]; [g62]; g67; 110010; 6892
76; g63; g71; 0; 2; 0.010309278350515464; 5; 2; 64; [g63, g71]; [g104, g116, g16, g35, g30]; [g63, g71]; [g67, g74]; g63; 00001; 3391
77; g63; g194; 0; 2; 0.010309278350515464; 5; 2; 64; [g63, g194]; [g104, g116, g16, g196, g197]; [g194, g63]; [g67]; g194; 00000; 4112
78; g114; g122; 0; 2; 0.010309278350515464; 3; 2; 16; [g114, g122]; [g30, g57, g58]; [g122, g114]; [g34, g36, g38, g93, g99, g103, g110, g120, g45, g49, g48, g118, g106]; g122; 001; 3523
79; g114; g141; 0; 2; 0.010309278350515464; 3; 2; 16; [g114, g141]; [g29, g57, g58]; [g141, g114]; [g138, g143, g106]; g141; 101; 6175
80; g114; g78; 0; 2; 0.010309278350515464; 4; 2; 32; [g114, g78]; [g83, g107, g57, g58]; [g78, g114]; [g61, g106]; g114; 0110; 2923
81; g114; g169; 0; 2; 0.010309278350515464; 4; 2; 32; [g114, g169]; [g13, g168, g57, g58]; [g114, g169]; [g106, g167]; g114; 0000; 3081
82; g114; g209; 0; 2; 0.010309278350515464; 4; 2; 32; [g114, g209]; [g207, g208, g57, g58]; [g209, g114]; [g206, g106]; g114; 1010; 3012
83; g114; g43; 0; 2; 0.010309278350515464; 5; 2; 64; [g114, g43]; [g83, g11, g14, g57, g58]; [g43, g114]; [g88, g106]; g43; 11011; 2915
84; g114; g75; 0; 2; 0.010309278350515464; 5; 2; 64; [g114, g75]; [g72, g211, g73, g57, g58]; [g75, g114]; [g69, g106]; g114; 01110; 3144
85; g114; g185; 0; 2; 0.010309278350515464; 4; 2; 32; [g114, g185]; [g155, g156, g57, g58]; [g185, g114]; [g186, g106]; g185; 0010; 15093
