inputFileName=s420.1.bench; numberOfInputs=34; numberOfOutputs=17; numberOfGates=218; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
10; i246; i186.2; 0; 2; 0.009174311926605505; 2; 2; 8; [i246, i186.2]; [i1.2, x.11]; [i186.2, i246]; [i186.3, i266.1, i291.1, i2.3]; i186.2; 11; 6900
11; i246; i441; 0; 2; 0.009174311926605505; 2; 2; 8; [i246, i441]; [x.11, x.7]; [i246, i441]; [i266.1, i291.1, i2.3, i405.2]; i441; 00; 14497
12; i246; i575; 0; 2; 0.009174311926605505; 2; 2; 8; [i246, i575]; [x.11, c.7]; [i246, i575]; [i266.1, i291.1, i579.1, i2.3]; i246; 01; 228583
13; i246; i73.4; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, i73.4]; [x.11, x.3, i73.1]; [i73.4, i246]; [i13, i266.1, i291.1, i2.3]; i73.4; 100; 10140
14; i246; p.9; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, p.9]; [x.11, i408.2, i403.3]; [p.9, i246]; [i607.1, i266.1, i291.1, i2.3]; p.9; 100; 215016
15; i246; p.13; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, p.13]; [x.11, i408.3, i403.4]; [p.13, i246]; [i631.1, i266.1, i291.1, i2.3]; i246; 000; 10452
16; i246; i113; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, i113]; [x.11, i186.3, i186.4]; [i113, i246]; [i266.1, i291.1, i2.3]; i246; 001; 414375
17; i246; i306; 10; 10; 0.045871559633027525; 9; 6; 3072; [i246, i2.3, i1.4, i359, i360, i384.1, i355, i361, i363.1, i306]; [x.11, i1.3, x.16, i344, i345, x.13, x.14, i260, i245]; [i306, i359, i1.4, i360, i246, i361]; [i301.1, i378.2, i301.3, i378.4, i387.1, i266.1, i291.1, i366.1]; i306; 110010010; 519613
18; i246; i361; 6; 6; 0.027522935779816515; 6; 5; 320; [i246, i2.3, i1.4, i359, i360, i361]; [x.11, i1.3, x.13, x.14, i260, i245]; [i359, i1.4, i360, i246, i361]; [i301.1, i378.2, i301.3, i378.4, i387.1, i266.1, i291.1, i363.1, i366.1, i384.1]; i361; 011111; 8488
19; i246; i450; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, i450]; [x.11, i439, p.0]; [i450, i246]; [i451, i266.1, i291.1, i2.3, i404.2]; i450; 111; 7099
20; i246; i505; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, i505]; [x.11, i495, p.0]; [i505, i246]; [i506, i266.1, i291.1, i2.3, i404.4]; i505; 101; 539138
21; i246; i406.2; 0; 2; 0.009174311926605505; 4; 2; 32; [i246, i406.2]; [x.11, x.7, i448, i442]; [i406.2, i246]; [p.8, i266.1, i291.1, i2.3]; i246; 0101; 418675
22; i246; i626; 0; 2; 0.009174311926605505; 3; 2; 16; [i246, i626]; [x.11, i631.1, i631.2]; [i246, i626]; [i266.1, i291.1, i533.4, i2.3]; i626; 110; 5091
23; i574; i171.2; 0; 2; 0.009174311926605505; 2; 2; 8; [i574, i171.2]; [x.7, c.6]; [i171.2, i574]; [i171.3, i579.2]; i171.2; 01; 2857
24; i574; i466; 0; 2; 0.009174311926605505; 2; 2; 8; [i574, i466]; [p.0, c.6]; [i574, i466]; [i579.2, i403.3]; i574; 10; 3423
25; i574; i186.4; 0; 2; 0.009174311926605505; 3; 2; 16; [i574, i186.4]; [c.6, i1.2, i186.1]; [i186.4, i574]; [i113, i579.2]; i186.4; 000; 2374
26; i574; i583.1; 0; 2; 0.009174311926605505; 3; 2; 16; [i574, i583.1]; [c.6, p.5, c.5]; [i574, i583.1]; [i579.2, i578]; i574; 111; 2266
27; i574; i110; 0; 2; 0.009174311926605505; 3; 2; 16; [i574, i110]; [c.6, i168.1, i160]; [i110, i574]; [i579.2]; i110; 001; 985
28; i574; i258; 0; 2; 0.009174311926605505; 3; 2; 16; [i574, i258]; [c.6, i291.1, x.12]; [i574, i258]; [i579.2, i208]; i258; 100; 3407
29; i574; i478; 0; 2; 0.009174311926605505; 3; 2; 16; [i574, i478]; [c.6, i467, p.0]; [i478, i574]; [i479, i579.2, i404.3]; i574; 111; 1126
30; i171.4; i48; 0; 2; 0.009174311926605505; 3; 2; 16; [i171.4, i48]; [p.0, x.7, i171.1]; [i48, i171.4]; [i95.1, i111, i69]; i171.4; 110; 3956
31; i171.4; i105.2; 0; 2; 0.009174311926605505; 3; 2; 16; [i171.4, i105.2]; [x.6, x.7, i171.1]; [i105.2, i171.4]; [i105.3, i111]; i105.2; 111; 3968
32; i171.4; i495; 0; 2; 0.009174311926605505; 3; 2; 16; [i171.4, i495]; [x.13, x.7, i171.1]; [i171.4, i495]; [i111, i505, i403.4]; i171.4; 100; 2074
33; i171.4; i73.4; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i73.4]; [x.3, i73.1, x.7, i171.1]; [i73.4, i171.4]; [i13, i111]; i171.4; 0111; 4063
34; i171.4; p.5; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, p.5]; [x.7, i171.1, i407.1, i403.2]; [p.5, i171.4]; [i583.1, i111]; p.5; 0111; 7635
35; i171.4; i534.5; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i534.5]; [x.7, i171.1, p.16, c.16]; [i171.4, i534.5]; [i111, z]; i534.5; 1111; 5613
36; i171.4; i603.2; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i603.2]; [x.7, i171.1, i594, i598]; [i171.4, i603.2]; [i111, i533.3]; i603.2; 0110; 1406
37; i171.4; i110; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i110]; [x.7, i171.1, i168.1, i160]; [i110, i171.4]; [i111]; i171.4; 0011; 2721
38; i171.4; i258; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i258]; [x.7, i171.1, i291.1, x.12]; [i171.4, i258]; [i111, i208]; i258; 1000; 1049
39; i171.4; i307; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i307]; [x.7, i171.1, i366.1, i357]; [i307, i171.4]; [i111]; i171.4; 1010; 665
40; i171.4; i403.3; 0; 2; 0.009174311926605505; 4; 2; 32; [i171.4, i403.3]; [x.7, i171.1, i466, i467]; [i403.3, i171.4]; [p.9, i111]; i403.3; 0110; 952
41; i583.2; i105.1; 0; 2; 0.009174311926605505; 3; 2; 16; [i583.2, i105.1]; [i164, p.4, c.4]; [i105.1, i583.2]; [i105.4, i578]; i105.1; 001; 8246
42; i583.2; i414; 3; 3; 0.013761467889908258; 4; 1; 16; [i414, p.4, i583.2]; [x.4, c.4, x.3, i420]; [i583.2]; [i578]; i583.2; 1011; 4006
43; i583.2; i546; 0; 2; 0.009174311926605505; 3; 2; 16; [i583.2, i546]; [p.2, p.4, c.4]; [i546, i583.2]; [i555.2, i578]; i546; 100; 17830
44; i583.2; i284.4; 0; 2; 0.009174311926605505; 4; 2; 32; [i583.2, i284.4]; [i1.3, i284.1, p.4, c.4]; [i284.4, i583.2]; [i211, i578]; i583.2; 0010; 6959
45; i583.2; p.12; 0; 2; 0.009174311926605505; 4; 2; 32; [i583.2, p.12]; [i408.2, i406.3, p.4, c.4]; [p.12, i583.2]; [i631.2, i578]; p.12; 0100; 955
46; i583.2; i534.4; 6; 6; 0.027522935779816515; 8; 1; 256; [i583.2, i578, i533.2, i534.2, i534.3, i534.4]; [p.4, c.4, i533.1, i533.3, i533.4, i579.1, i579.2, i583.1]; [i534.4]; [z]; i534.4; 01010011; 15748
47; i583.2; i112; 0; 2; 0.009174311926605505; 4; 2; 32; [i583.2, i112]; [p.4, c.4, i105.3, i105.4]; [i112, i583.2]; [i578]; i112; 0000; 1052
48; i113; i68; 0; 2; 0.009174311926605505; 3; 2; 16; [i113, i68]; [i69, i186.3, i186.4]; [i113, i68]; [i70.1]; i113; 001; 5596
49; i113; i451; 0; 2; 0.009174311926605505; 3; 2; 16; [i113, i451]; [i450, i186.3, i186.4]; [i113, i451]; [i448]; i113; 010; 340352
50; i113; i571; 0; 2; 0.009174311926605505; 3; 2; 16; [i113, i571]; [p.7, i186.3, i186.4]; [i113, i571]; [i579.1]; i113; 110; 186979
51; i113; i171.4; 0; 2; 0.009174311926605505; 4; 2; 32; [i113, i171.4]; [x.7, i171.1, i186.3, i186.4]; [i113, i171.4]; [i111]; i171.4; 1111; 118388
52; i113; i607.1; 0; 2; 0.009174311926605505; 4; 2; 32; [i113, i607.1]; [p.9, c.9, i186.3, i186.4]; [i113, i607.1]; [i602]; i113; 0101; 5180
53; i113; i209; 0; 2; 0.009174311926605505; 4; 2; 32; [i113, i209]; [i186.3, i186.4, i269.3, i269.4]; [i113, i209]; []; i209; 0000; 196742
54; i113; i160; 0; 2; 0.009174311926605505; 4; 2; 32; [i113, i160]; [i186.3, i186.4, i193.1, x.8]; [i113, i160]; [i110]; i160; 0101; 12482
55; i113; i355; 0; 2; 0.009174311926605505; 4; 2; 32; [i113, i355]; [i186.3, i186.4, i384.1, x.16]; [i113, i355]; [i306]; i113; 1000; 264814
56; i113; i406.2; 0; 2; 0.009174311926605505; 5; 2; 64; [i113, i406.2]; [i186.3, i186.4, x.7, i448, i442]; [i113, i406.2]; [p.8]; i113; 10001; 194295
57; i113; i405.4; 0; 2; 0.009174311926605505; 4; 2; 32; [i113, i405.4]; [i186.3, i186.4, i497, i503]; [i113, i405.4]; [p.15]; i113; 0100; 370910
58; i307; i269.1; 0; 2; 0.009174311926605505; 3; 2; 16; [i307, i269.1]; [i265, i366.1, i357]; [i307, i269.1]; [i269.4]; i269.1; 110; 297719
59; i307; i495; 0; 2; 0.009174311926605505; 3; 2; 16; [i307, i495]; [x.13, i366.1, i357]; [i307, i495]; [i505, i403.4]; i307; 001; 315987
60; i307; i171.4; 0; 2; 0.009174311926605505; 4; 2; 32; [i307, i171.4]; [x.7, i171.1, i366.1, i357]; [i307, i171.4]; [i111]; i171.4; 1001; 327409
61; i307; p.6; 0; 2; 0.009174311926605505; 4; 2; 32; [i307, p.6]; [i407.1, i404.2, i366.1, i357]; [i307, p.6]; [i570]; p.6; 1110; 235755
62; i307; i211; 0; 2; 0.009174311926605505; 4; 2; 32; [i307, i211]; [i284.3, i284.4, i366.1, i357]; [i211, i307]; []; i307; 1101; 5819
63; i307; i355; 0; 2; 0.009174311926605505; 4; 2; 32; [i307, i355]; [i366.1, i357, i384.1, x.16]; [i307, i355]; [i306]; i307; 1101; 174471
64; i307; i308; 0; 2; 0.009174311926605505; 4; 2; 32; [i307, i308]; [i366.1, i357, i301.3, i301.4]; [i307, i308]; []; i307; 0010; 10223
65; i307; i405.3; 0; 2; 0.009174311926605505; 4; 2; 32; [i307, i405.3]; [i366.1, i357, i469, i476]; [i307, i405.3]; [p.11]; i405.3; 0001; 8746
66; i2.3; i269.1; 0; 2; 0.009174311926605505; 4; 2; 32; [i2.3, i269.1]; [i265, i260, i245, i246]; [i269.1, i2.3]; [i269.4, i1.4]; i269.1; 1011; 31689
67; i2.3; i245; 2; 2; 0.009174311926605505; 3; 1; 8; [i245, i2.3]; [x.12, i260, i246]; [i2.3]; [i1.4]; i2.3; 100; 22527
68; i2.3; i451; 0; 2; 0.009174311926605505; 4; 2; 32; [i2.3, i451]; [i450, i260, i245, i246]; [i2.3, i451]; [i1.4, i448]; i451; 1000; 13169
69; i2.3; i595; 0; 2; 0.009174311926605505; 4; 2; 32; [i2.3, i595]; [p.11, i260, i245, i246]; [i2.3, i595]; [i1.4, i603.1]; i595; 0101; 9813
70; i2.3; i105.3; 0; 2; 0.009174311926605505; 5; 2; 64; [i2.3, i105.3]; [i164, i105.2, i260, i245, i246]; [i2.3, i105.3]; [i1.4, i112]; i2.3; 11100; 10065
71; i2.3; i631.1; 0; 2; 0.009174311926605505; 5; 2; 64; [i2.3, i631.1]; [p.13, c.13, i260, i245, i246]; [i2.3, i631.1]; [i1.4, i626]; i631.1; 10001; 15181
72; i2.3; i555.2; 0; 2; 0.009174311926605505; 5; 2; 64; [i2.3, i555.2]; [i546, i550, i260, i245, i246]; [i2.3, i555.2]; [i1.4, i533.1]; i2.3; 10100; 20125
73; i2.3; i307; 10; 10; 0.045871559633027525; 8; 4; 1024; [i2.3, i1.4, i359, i360, i387.1, i361, i358, i357, i366.1, i307]; [x.14, i1.3, x.15, x.13, i260, i245, i246, i344]; [i307, i359, i1.4, i361]; [i301.1, i378.2, i301.3, i378.4, i363.1, i384.1]; i361; 10101110; 224
74; i2.3; i533.3; 0; 2; 0.009174311926605505; 6; 2; 128; [i2.3, i533.3]; [i603.1, i603.2, i602, i260, i245, i246]; [i2.3, i533.3]; [i1.4, i534.3]; i533.3; 000100; 8541
75; i2.3; i578; 0; 2; 0.009174311926605505; 5; 2; 64; [i2.3, i578]; [i260, i245, i246, i583.1, i583.2]; [i2.3, i578]; [i1.4, i533.2]; i578; 11000; 813
76; i405.3; i269.1; 0; 2; 0.009174311926605505; 3; 2; 16; [i405.3, i269.1]; [i265, i469, i476]; [i269.1, i405.3]; [i269.4, p.11]; i405.3; 011; 9089
77; i405.3; i244; 0; 2; 0.009174311926605505; 3; 2; 16; [i405.3, i244]; [i1.3, i469, i476]; [i405.3, i244]; [p.11, i291.1, i265]; i244; 110; 7762
78; i405.3; i574; 0; 2; 0.009174311926605505; 3; 2; 16; [i405.3, i574]; [c.6, i469, i476]; [i405.3, i574]; [p.11, i579.2]; i574; 110; 22425
79; i405.3; p.5; 0; 2; 0.009174311926605505; 4; 2; 32; [i405.3, p.5]; [i407.1, i403.2, i469, i476]; [i405.3, p.5]; [p.11, i583.1]; p.5; 1011; 10044
80; i405.3; p.9; 0; 2; 0.009174311926605505; 4; 2; 32; [i405.3, p.9]; [i408.2, i403.3, i469, i476]; [i405.3, p.9]; [p.11, i607.1]; i405.3; 1110; 19704
81; i405.3; i211; 0; 2; 0.009174311926605505; 4; 2; 32; [i405.3, i211]; [i284.3, i284.4, i469, i476]; [i211, i405.3]; [p.11]; i405.3; 1001; 745
82; i405.3; z; 8; 8; 0.03669724770642202; 9; 1; 512; [i405.3, p.11, i595, i603.1, i533.3, i534.3, i534.4, z]; [i408.2, i599, i534.2, i533.4, i534.5, i603.2, i602, i469, i476]; [z]; []; z; 010001101; 8805
83; i405.3; i359; 0; 2; 0.009174311926605505; 4; 2; 32; [i405.3, i359]; [x.13, i1.4, i469, i476]; [i359, i405.3]; [i301.1, i360, i301.3, p.11, i384.1]; i359; 1100; 12991
84; i405.3; p.4; 0; 2; 0.009174311926605505; 5; 2; 64; [i405.3, p.4]; [x.3, i420, i414, i469, i476]; [i405.3, p.4]; [p.11, i583.2]; p.4; 01101; 11111
85; i405.3; i404.4; 0; 2; 0.009174311926605505; 4; 2; 32; [i405.3, i404.4]; [i469, i476, i496, i505]; [i405.3, i404.4]; [p.11, p.14]; i405.3; 1011; 9067
