inputFileName=c880.bench; numberOfInputs=60; numberOfOutputs=26; numberOfGates=383; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
10; 269; 269; 1; 1; 0.0026109660574412533; 4; 1; 16; [269]; [1, 8, 13, 17]; [269]; [342]; {269}; {1010}; 36.0; 1010xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
11; 269; 269; 1; 1; 0.0026109660574412533; 4; 1; 16; [269]; [1, 8, 13, 17]; [269]; [342]; {269}; {1011}; 43.0; 1011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
12; 269; 269; 1; 1; 0.0026109660574412533; 4; 1; 16; [269]; [1, 8, 13, 17]; [269]; [342]; {269}; {1100}; 45.0; 1100xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
13; 269; 269; 1; 1; 0.0026109660574412533; 4; 1; 16; [269]; [1, 8, 13, 17]; [269]; [342]; {269}; {1101}; 36.0; 1101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
14; 269; 269; 1; 1; 0.0026109660574412533; 4; 1; 16; [269]; [1, 8, 13, 17]; [269]; [342]; {269}; {1110}; 35.0; 1110xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
15; 269; 269; 1; 1; 0.0026109660574412533; 4; 1; 16; [269]; [1, 8, 13, 17]; [269]; [342]; {269}; {1111}; 36.0; 1111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
16; 269; 342; 2; 2; 0.005221932114882507; 4; 1; 16; [269, 342]; [1, 8, 13, 17]; [342]; [418]; {342}; {1010}; 43.0; 1010xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
17; 269; 418; 3; 3; 0.007832898172323759; 4; 1; 16; [269, 342, 418]; [1, 8, 13, 17]; [418]; []; {418}; {0001}; 39.0; 0001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
18; 270; 270; 1; 1; 0.0026109660574412533; 4; 1; 16; [270]; [1, 26, 13, 17]; [270]; [344, 392]; {270}; {1001}; 44.0; 1x0100xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
19; 273; 273; 1; 1; 0.0026109660574412533; 3; 1; 8; [273]; [29, 36, 42]; [273]; [343, 344]; {273}; {010}; 49.0; 1x111010xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
20; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {000}; 35.0; 0xxx0xxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
21; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {001}; 34.0; 0xxx0xxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
22; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {010}; 38.0; 0xxx1xxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
23; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {011}; 55.0; 0xxx1xxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
24; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {100}; 34.0; 1xxx0xxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
25; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {101}; 37.0; 1xxx0xxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
26; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {110}; 43.0; 1xxx1xxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
27; 276; 276; 1; 1; 0.0026109660574412533; 3; 1; 8; [276]; [1, 26, 51]; [276]; [345, 346]; {276}; {111}; 38.0; 1xxx1xxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
28; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0000}; 37.0; 00x0xxxx0x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
29; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0001}; 44.0; 00x1xxxx0x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
30; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0010}; 31.0; 00x0xxxx1x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
31; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0011}; 40.0; 00x1xxxx1x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
32; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0100}; 43.0; 01x0xxxx0x0xxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxx00001xxxxxx
33; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0101}; 33.0; 01x1xxxx0x0xxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxx00001xxxxxx
34; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0110}; 33.0; 01x0xxxx1x0xxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxx00001xxxxxx
35; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {0111}; 33.0; 01x1xxxx1x0xxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxx00001xxxxxx
36; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1000}; 35.0; 10x0xxxx0x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
37; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1001}; 31.0; 10x1xxxx0x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
38; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1010}; 36.0; 10x0xxxx1x0xxxxxxxxxxxx1xxxxxxxxxx0xxxxxxxxxxxxxx00001xxxxxx
39; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1011}; 42.0; 10x1xxxx1x0xxxxxxxxxxxx1xxxxxxxxxx0xxxxxxxxxxxxxx00001xxxxx1
40; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1100}; 42.0; 11x0xxxx0x0xxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxx00001xxxxxx
41; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1101}; 35.0; 11x1xxxx0x0xxxxxxxxxxxx1xxxxxxxxx0xxxxxxxxxxxxxxx00001xxxxxx
42; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1110}; 43.0; 11x0xxxx1x0xxxxxxxxxxxx1xxxxxxxxx00xxxxxxxxxxxxxx00001xxxxxx
43; 279; 279; 1; 1; 0.0026109660574412533; 4; 1; 16; [279]; [1, 8, 51, 17]; [279]; [347]; {279}; {1111}; 38.0; 11x1xxxx1x0xxxxxxxxxxxx1xxxxxxxxx00xxxxxxxxxxxxxx00001xxxxx1
44; 279; 347; 2; 2; 0.005221932114882507; 4; 1; 16; [279, 347]; [1, 8, 51, 17]; [347]; [410]; {347}; {1110}; 39.0; 11x0xxxx1x0xxxxxxxxxxxx1xxxxxxxxx00xxxxxxxxxxxxxx00001xxxxxx
45; 279; 410; 3; 3; 0.007832898172323759; 5; 1; 32; [279, 347, 410]; [1, 8, 51, 17, 352]; [410]; [466]; {410}; {10011}; 47.0; 10x1xxxx0x0xxxxxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
46; 279; 466; 4; 4; 0.010443864229765013; 6; 1; 64; [279, 347, 410, 466]; [1, 8, 51, 17, 352, 442]; [466]; [502, 504, 506, 508, 511, 513, 515, 517]; {466}; {101110}; 31.0; 10x11xx01x1xxxxxxxxxxxx1xxxxxxxxxxxxxxx1xxxxxxxxx00001xxxxx1
47; 280; 280; 1; 1; 0.0026109660574412533; 4; 1; 16; [280]; [1, 8, 13, 55]; [280]; [348, 349, 350]; {280}; {1111}; 43.0; 111xx1xxx1x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
48; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0000}; 36.0; 111xxxx0x10001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
49; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0001}; 32.0; 111xxxx0x10011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
50; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0010}; 34.0; 111xxxx0x10101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
51; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0011}; 42.0; 111xxxx0x10111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
52; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0100}; 38.0; 111xxxx1x10001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
53; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0101}; 34.0; 111xxxx1x10011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
54; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0110}; 34.0; 111xxxx1x10101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
55; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {0111}; 36.0; 111xxxx1x10111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
56; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1000}; 32.0; 111xxxx0x11001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
57; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1001}; 35.0; 111xxxx0x11011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
58; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1010}; 33.0; 111xxxx0x11101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
59; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1011}; 36.0; 111xxxx0x11111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
60; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1100}; 31.0; 111xxxx1x11001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
61; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1101}; 34.0; 111xxxx1x11011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
62; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1110}; 40.0; 111xxxx1x11101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
63; 284; 284; 1; 1; 0.0026109660574412533; 4; 1; 16; [284]; [59, 42, 68, 72]; [284]; [348]; {284}; {1111}; 39.0; 111xxxx1x11111xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
64; 284; 348; 2; 2; 0.005221932114882507; 5; 1; 32; [284, 348]; [59, 42, 68, 72, 280]; [348]; [400]; {348}; {10000}; 45.0; 111xxxx0x11001xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
65; 284; 400; 3; 3; 0.007832898172323759; 6; 1; 64; [284, 348, 400]; [59, 42, 68, 72, 280, 73]; [400]; [424]; {400}; {001110}; 38.0; 0xxxxxx0xx0110xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
66; 284; 424; 4; 4; 0.010443864229765013; 6; 1; 64; [284, 348, 400, 424]; [59, 42, 68, 72, 280, 73]; [424]; [451]; {424}; {000000}; 45.0; 111xxxx0x10000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
67; 284; 451; 5; 5; 0.013054830287206266; 6; 1; 64; [284, 348, 400, 424, 451]; [59, 42, 68, 72, 280, 73]; [451]; [522, 523, 524, 525, 526, 527, 528, 529]; {451}; {001011}; 38.0; 0xxxxxx0xx0101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx1xx000000xxxxx
68; 285; 285; 1; 1; 0.0026109660574412533; 2; 1; 4; [285]; [29, 68]; [285]; [349]; {285}; {01}; 33.0; 111xx0xxx1x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
69; 285; 349; 2; 2; 0.005221932114882507; 3; 1; 8; [285, 349]; [29, 68, 280]; [349]; [401]; {349}; {010}; 37.0; 111xx0xxx1x1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
70; 285; 401; 3; 3; 0.007832898172323759; 3; 1; 8; [285, 349, 401]; [29, 68, 280]; [401]; [448]; {401}; {111}; 34.0; 0xxxx1xxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
71; 285; 448; 4; 4; 0.010443864229765013; 3; 1; 8; [285, 349, 401, 448]; [29, 68, 280]; [448]; []; {448}; {101}; 51.0; 0xxxx1xxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
72; 286; 286; 1; 1; 0.0026109660574412533; 3; 1; 8; [286]; [59, 68, 74]; [286]; [350]; {286}; {110}; 39.0; 111xxxxxx111xx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
73; 286; 350; 2; 2; 0.005221932114882507; 4; 1; 16; [286, 350]; [59, 68, 74, 280]; [350]; [402]; {350}; {1111}; 36.0; 0xxxxxxxxx11xx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
74; 286; 402; 3; 3; 0.007832898172323759; 4; 1; 16; [286, 350, 402]; [59, 68, 74, 280]; [402]; [449]; {402}; {1100}; 35.0; 111xxxxxx111xx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
75; 286; 449; 4; 4; 0.010443864229765013; 4; 1; 16; [286, 350, 402, 449]; [59, 68, 74, 280]; [449]; []; {449}; {1110}; 32.0; 111xxxxxx111xx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
76; 287; 287; 1; 1; 0.0026109660574412533; 3; 1; 8; [287]; [29, 75, 80]; [287]; [432, 437]; {287}; {101}; 40.0; 10x111xx1xxxxxx01xxxxxx0xxxxxxxxxx0xxxxxxxxxxxxxxx0001xxxxx0
77; 290; 290; 1; 1; 0.0026109660574412533; 3; 1; 8; [290]; [29, 75, 42]; [290]; [388]; {290}; {011}; 42.0; xxxxx0x1xxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
78; 290; 388; 2; 2; 0.005221932114882507; 3; 1; 8; [290, 388]; [29, 75, 42]; [388]; []; {388}; {110}; 37.0; xxxxx1x0xxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
79; 291; 291; 1; 1; 0.0026109660574412533; 3; 1; 8; [291]; [29, 36, 80]; [291]; [389]; {291}; {010}; 37.0; xxxxx01xxxxxxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
80; 291; 389; 2; 2; 0.005221932114882507; 3; 1; 8; [291, 389]; [29, 36, 80]; [389]; []; {389}; {101}; 34.0; xxxxx10xxxxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
81; 292; 292; 1; 1; 0.0026109660574412533; 3; 1; 8; [292]; [29, 36, 42]; [292]; [390]; {292}; {100}; 33.0; xxxxx100xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
82; 292; 390; 2; 2; 0.005221932114882507; 3; 1; 8; [292, 390]; [29, 36, 42]; [390]; []; {390}; {000}; 37.0; xxxxx000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
83; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {000}; 32.0; xxxxxxxxxx0xxxx00xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
84; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {001}; 35.0; xxxxxxxxxx0xxxx01xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
85; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {010}; 35.0; xxxxxxxxxx0xxxx10xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
86; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {011}; 37.0; xxxxxxxxxx0xxxx11xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
87; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {100}; 31.0; xxxxxxxxxx1xxxx00xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
88; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {101}; 36.0; xxxxxxxxxx1xxxx01xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
89; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {110}; 35.0; xxxxxxxxxx1xxxx10xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
90; 293; 293; 1; 1; 0.0026109660574412533; 3; 1; 8; [293]; [59, 75, 80]; [293]; [351]; {293}; {111}; 46.0; xxxxxxxxxx1xxxx11xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
91; 293; 351; 2; 2; 0.005221932114882507; 3; 1; 8; [293, 351]; [59, 75, 80]; [351]; [420]; {351}; {111}; 36.0; xxxxxxxxxx1xxxx11xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
92; 293; 420; 3; 3; 0.007832898172323759; 3; 1; 8; [293, 351, 420]; [59, 75, 80]; [420]; []; {420}; {100}; 29.0; xxxxxxxxxx1xxxx00xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
93; 294; 294; 1; 1; 0.0026109660574412533; 3; 1; 8; [294]; [59, 75, 42]; [294]; [352]; {294}; {111}; 27.0; 11x11xx1111xxxx1xxxxxxx1xxxxxxxxx001xxx001xxxxxxxxxxx1xxxxx1
94; 294; 352; 2; 2; 0.005221932114882507; 3; 1; 8; [294, 352]; [59, 75, 42]; [352]; [410]; {352}; {010}; 27.0; 11x1xxx01x0xxxx1xxxxxxx1xxxxxxxxx00xxxxxxxxxxxxxx00001xxxxx1
95; 294; 410; 3; 3; 0.007832898172323759; 4; 1; 16; [294, 352, 410]; [59, 75, 42, 347]; [410]; [466]; {410}; {0010}; 29.0; 00xxxxx1xx0xxxx0xxxxxxx1xxxxxxxxxxxxxxxxxxxxxxxxx00001xxxxxx
96; 294; 466; 4; 4; 0.010443864229765013; 5; 1; 32; [294, 352, 410, 466]; [59, 75, 42, 347, 442]; [466]; [502, 504, 506, 508, 511, 513, 515, 517]; {466}; {10010}; 28.0; 11x11xx01x1xxxx0xxxxxxx1xxxxxxxxx0xxxxx1xxxxxxxxx00001xxxxxx
97; 295; 295; 1; 1; 0.0026109660574412533; 3; 1; 8; [295]; [59, 36, 80]; [295]; [353]; {295}; {001}; 28.0; xxxxxx0xxx0xxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
98; 295; 353; 2; 2; 0.005221932114882507; 3; 1; 8; [295, 353]; [59, 36, 80]; [353]; [421]; {353}; {100}; 32.0; xxxxxx0xxx1xxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
99; 295; 421; 3; 3; 0.007832898172323759; 3; 1; 8; [295, 353, 421]; [59, 36, 80]; [421]; []; {421}; {010}; 31.0; xxxxxx1xxx0xxxxx0xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
100; 296; 296; 1; 1; 0.0026109660574412533; 3; 1; 8; [296]; [59, 36, 42]; [296]; [354]; {296}; {101}; 28.0; xxxxxx01xx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
101; 296; 354; 2; 2; 0.005221932114882507; 3; 1; 8; [296, 354]; [59, 36, 42]; [354]; [422]; {354}; {100}; 28.0; xxxxxx00xx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
102; 296; 422; 3; 3; 0.007832898172323759; 3; 1; 8; [296, 354, 422]; [59, 36, 42]; [422]; []; {422}; {111}; 26.0; xxxxxx11xx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
