inputFileName=c1355.bench; numberOfInputs=41; numberOfOutputs=32; numberOfGates=546; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
30; 245; 847; 9; 9; 0.016483516483516484; 4; 1; 16; [245, 733, 756, 757, 773, 797, 820, 821, 847]; [226, 233, 721, 645]; [847]; [939, 942, 947, 970, 972, 980, 1026, 1031, 1039, 1051, 1063, 1075]; {847}; {0101}; 38.0; 00000100000100000100001000000000000000001
31; 248; 248; 1; 1; 0.0018315018315018315; 2; 1; 4; [248]; [227, 233]; [248]; [736, 758]; {248}; {11}; 44.0; 00000001000000000000001100001000001010001
32; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {000}; 40.0; 11000001000000000000101100000000xx0xxxxx0
33; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {001}; 37.0; 00000001000000000111100000000000xx0xxxxx0
34; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {010}; 36.0; 00000001000000000000001100001000000010001
35; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {011}; 38.0; 00000001000000001000000100000000000110011
36; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {100}; 38.0; 11000001000000000000101100000000xx1xxxxx0
37; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {101}; 42.0; 00000001000000000111100000000000xx1xxxxx0
38; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {110}; 56.0; 00000001000000000000001100001000001010001
39; 248; 776; 5; 5; 0.009157509157509158; 3; 1; 8; [248, 736, 758, 759, 776]; [227, 233, 724]; [776]; [800, 823]; {776}; {111}; 60.0; 00000001000000001000000100000000001110011
40; 248; 860; 9; 9; 0.016483516483516484; 4; 1; 16; [248, 736, 758, 759, 776, 800, 822, 823, 860]; [227, 233, 724, 648]; [860]; [940, 945, 948, 973, 977, 979, 1016, 1026, 1042, 1054, 1066, 1078]; {860}; {1101}; 35.0; 00100000000100001000010010000010001000001
41; 251; 251; 1; 1; 0.0018315018315018315; 2; 1; 4; [251]; [228, 233]; [251]; [739, 760]; {251}; {10}; 48.0; 00100000000000001010000000010000xxx1xxxx0
42; 251; 779; 5; 5; 0.009157509157509158; 3; 1; 8; [251, 739, 760, 761, 779]; [228, 233, 727]; [779]; [803, 825]; {779}; {101}; 40.0; none
43; 251; 873; 9; 9; 0.016483516483516484; 4; 1; 16; [251, 739, 760, 761, 779, 803, 824, 825, 873]; [228, 233, 727, 651]; [873]; [943, 946, 949, 971, 975, 978, 1021, 1031, 1045, 1057, 1069, 1081]; {873}; {1100}; 39.0; 00000000000000001000001000000100000101101
44; 254; 254; 1; 1; 0.0018315018315018315; 2; 1; 4; [254]; [229, 233]; [254]; [742, 762]; {254}; {00}; 33.0; 00000000001010010110000100000000xxxx0xxx0
45; 254; 254; 1; 1; 0.0018315018315018315; 2; 1; 4; [254]; [229, 233]; [254]; [742, 762]; {254}; {01}; 37.0; 00000000100100000000000100000000100100001
46; 254; 254; 1; 1; 0.0018315018315018315; 2; 1; 4; [254]; [229, 233]; [254]; [742, 762]; {254}; {10}; 45.0; 00000000001010010110000100000000xxxx1xxx0
47; 254; 254; 1; 1; 0.0018315018315018315; 2; 1; 4; [254]; [229, 233]; [254]; [742, 762]; {254}; {11}; 39.0; 00000000100100000000000100000000100110001
48; 254; 782; 5; 5; 0.009157509157509158; 3; 1; 8; [254, 742, 762, 763, 782]; [229, 233, 706]; [782]; [806, 827]; {782}; {110}; 39.0; 00000000100100000000000100000000100110001
49; 254; 925; 9; 9; 0.016483516483516484; 4; 1; 16; [254, 742, 762, 763, 782, 806, 826, 827, 925]; [229, 233, 706, 654]; [925]; [954, 956, 958, 961, 964, 985, 996, 1001, 1084, 1096, 1108, 1120]; {925}; {1001}; 55.0; 00000000001001001000000000010000xxxx1xxx0
50; 257; 257; 1; 1; 0.0018315018315018315; 2; 1; 4; [257]; [230, 233]; [257]; [745, 764]; {257}; {11}; 41.0; 10010000000000000000000100000000100101001
51; 257; 785; 5; 5; 0.009157509157509158; 3; 1; 8; [257, 745, 764, 765, 785]; [230, 233, 709]; [785]; [809, 829]; {785}; {001}; 45.0; 00110000100000000000000000100001xxxxx0xx0
52; 257; 886; 9; 9; 0.016483516483516484; 4; 1; 16; [257, 745, 764, 765, 785, 809, 828, 829, 886]; [230, 233, 709, 657]; [886]; [950, 952, 959, 962, 967, 984, 1006, 1011, 1087, 1099, 1111, 1123]; {886}; {0010}; 47.0; none
53; 260; 260; 1; 1; 0.0018315018315018315; 2; 1; 4; [260]; [231, 233]; [260]; [748, 766]; {260}; {10}; 39.0; 00001011000000001100000100000000xxxxxx1x0
54; 260; 788; 5; 5; 0.009157509157509158; 3; 1; 8; [260, 748, 766, 767, 788]; [231, 233, 712]; [788]; [812, 831]; {788}; {110}; 34.0; 00000011000010000000000100000000100000101
55; 260; 912; 9; 9; 0.016483516483516484; 4; 1; 16; [260, 748, 766, 767, 788, 812, 830, 831, 912]; [231, 233, 712, 660]; [912]; [953, 957, 960, 965, 968, 983, 996, 1006, 1090, 1102, 1114, 1126]; {912}; {0001}; 37.0; 10000100100000100000001000010000xxxxxx0x0
56; 263; 263; 1; 1; 0.0018315018315018315; 2; 1; 4; [263]; [232, 233]; [263]; [751, 768]; {263}; {10}; 36.0; 10100000000100000010000000000000xxxxxxx10
57; 263; 791; 5; 5; 0.009157509157509158; 3; 1; 8; [263, 751, 768, 769, 791]; [232, 233, 715]; [791]; [815, 833]; {791}; {100}; 41.0; 10100000000100000010000000000000xxxxxxx10
58; 263; 899; 9; 9; 0.016483516483516484; 4; 1; 16; [263, 751, 768, 769, 791, 815, 832, 833, 899]; [232, 233, 715, 663]; [899]; [951, 955, 963, 966, 969, 982, 1001, 1011, 1093, 1105, 1117, 1129]; {899}; {0101}; 35.0; 00000010100001000000000100000000011000001
59; 266; 266; 1; 1; 0.0018315018315018315; 2; 1; 4; [266]; [1, 8]; [266]; [362, 363]; {266}; {00}; 37.0; 00000000100100000000000100000000100100001
60; 266; 426; 4; 4; 0.007326007326007326; 2; 1; 4; [266, 362, 363, 426]; [1, 8]; [426]; [522, 570]; {426}; {11}; 36.0; 11000000010100000000000100000000100100001
61; 266; 602; 8; 8; 0.014652014652014652; 3; 1; 8; [266, 362, 363, 426, 522, 570, 571, 602]; [1, 8, 429]; [602]; [666, 672, 690, 694]; {602}; {011}; 35.0; 01100000111100000000000100000000100100001
62; 269; 269; 1; 1; 0.0018315018315018315; 2; 1; 4; [269]; [15, 22]; [269]; [364, 365]; {269}; {10}; 40.0; 00100000101000010110000100000000000100011
63; 269; 429; 4; 4; 0.007326007326007326; 2; 1; 4; [269, 364, 365, 429]; [15, 22]; [429]; [522, 571]; {429}; {00}; 34.0; 00000000100100000000000100000000100100001
64; 269; 602; 8; 8; 0.014652014652014652; 3; 1; 8; [269, 364, 365, 429, 522, 570, 571, 602]; [15, 22, 426]; [602]; [666, 672, 690, 694]; {602}; {101}; 64.0; 10100000001100000000000100000000100100001
65; 272; 272; 1; 1; 0.0018315018315018315; 2; 1; 4; [272]; [29, 36]; [272]; [366, 367]; {272}; {00}; 32.0; 00000000100100000000000100000000000100011
66; 272; 432; 4; 4; 0.007326007326007326; 2; 1; 4; [272, 366, 367, 432]; [29, 36]; [432]; [525, 572]; {432}; {10}; 36.0; 00001000000100000000000100000000000100011
67; 272; 607; 8; 8; 0.014652014652014652; 3; 1; 8; [272, 366, 367, 432, 525, 572, 573, 607]; [29, 36, 435]; [607]; [666, 675, 691, 696]; {607}; {000}; 37.0; 00000000100100000000000100000000000100011
68; 275; 275; 1; 1; 0.0018315018315018315; 2; 1; 4; [275]; [43, 50]; [275]; [368, 369]; {275}; {10}; 40.0; 00000010000110100000000100000000000100011
69; 275; 435; 4; 4; 0.007326007326007326; 2; 1; 4; [275, 368, 369, 435]; [43, 50]; [435]; [525, 573]; {435}; {11}; 45.0; 00000011000010100000000100000000000100011
70; 275; 607; 8; 8; 0.014652014652014652; 3; 1; 8; [275, 368, 369, 435, 525, 572, 573, 607]; [43, 50, 432]; [607]; [666, 675, 691, 696]; {607}; {100}; 43.0; 00000010000110100000000100000000000100011
71; 278; 278; 1; 1; 0.0018315018315018315; 2; 1; 4; [278]; [57, 64]; [278]; [370, 371]; {278}; {01}; 36.0; 11110000010000000000000100000000100000001
72; 278; 438; 4; 4; 0.007326007326007326; 2; 1; 4; [278, 370, 371, 438]; [57, 64]; [438]; [528, 574]; {438}; {10}; 38.0; 00110000100000000000000100000000100000001
73; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {000}; 35.0; 10010000000000000000000100000000100100001
74; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {001}; 32.0; none
75; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {010}; 35.0; 11110000010000000000000100000000100000001
76; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {011}; 40.0; 11110000011000000000000100000000100100001
77; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {100}; 35.0; 00110000100000000000000100000000100000001
78; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {101}; 35.0; 00110000101000000000000100000000100100001
79; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {110}; 39.0; 01010000110000000000000100000000100100001
80; 278; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [278, 370, 371, 438, 528, 574, 575, 612]; [57, 64, 441]; [612]; [669, 672, 692, 695]; {612}; {111}; 37.0; 01100001111000001011000000000000000100011
81; 281; 281; 1; 1; 0.0018315018315018315; 2; 1; 4; [281]; [71, 78]; [281]; [372, 373]; {281}; {01}; 34.0; 10100000000100000000000100000000100000001
82; 281; 441; 4; 4; 0.007326007326007326; 2; 1; 4; [281, 372, 373, 441]; [71, 78]; [441]; [528, 575]; {441}; {11}; 40.0; 10100000001100000000000100000000100100001
83; 281; 612; 8; 8; 0.014652014652014652; 3; 1; 8; [281, 372, 373, 441, 528, 574, 575, 612]; [71, 78, 438]; [612]; [669, 672, 692, 695]; {612}; {000}; 39.0; 10010000000000000000000100000000100100001
84; 284; 284; 1; 1; 0.0018315018315018315; 2; 1; 4; [284]; [85, 92]; [284]; [374, 375]; {284}; {00}; 39.0; 10010000000000000000000100000000000100011
85; 284; 444; 4; 4; 0.007326007326007326; 2; 1; 4; [284, 374, 375, 444]; [85, 92]; [444]; [531, 576]; {444}; {11}; 35.0; 01000001000011000000000100000000000100011
86; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {000}; 37.0; 10010000000000000000000100000000000100011
87; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {001}; 38.0; 00011010000000100000000100000000000100011
88; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {010}; 34.0; 01001001000001000000000100000000000100011
89; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {011}; 35.0; 00001111000001100000000100000000000100011
90; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {100}; 37.0; 00010000000010000000000100000000000100011
91; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {101}; 47.0; 00010010000010100000000100000000000100011
92; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {110}; 37.0; 01000001000011000000000100000000000100011
93; 284; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [284, 374, 375, 444, 531, 576, 577, 617]; [85, 92, 447]; [617]; [669, 675, 693, 697]; {617}; {111}; 36.0; 00000111000011100000000100000000000100011
94; 287; 287; 1; 1; 0.0018315018315018315; 2; 1; 4; [287]; [99, 106]; [287]; [376, 377]; {287}; {10}; 35.0; 00011010000000100000000100000000000100011
95; 287; 447; 4; 4; 0.007326007326007326; 2; 1; 4; [287, 376, 377, 447]; [99, 106]; [447]; [531, 577]; {447}; {00}; 44.0; 10010000000000000000000100000000000100011
96; 287; 617; 8; 8; 0.014652014652014652; 3; 1; 8; [287, 376, 377, 447, 531, 576, 577, 617]; [99, 106, 444]; [617]; [669, 675, 693, 697]; {617}; {101}; 45.0; 00010010000010100000000100000000000100011
97; 290; 290; 1; 1; 0.0018315018315018315; 2; 1; 4; [290]; [113, 120]; [290]; [378, 379]; {290}; {01}; 37.0; 00000001000000000100000011110000000010001
98; 290; 450; 4; 4; 0.007326007326007326; 2; 1; 4; [290, 378, 379, 450]; [113, 120]; [450]; [534, 578]; {450}; {01}; 42.0; 00000001000000000100000011110000000010001
99; 290; 622; 8; 8; 0.014652014652014652; 3; 1; 8; [290, 378, 379, 450, 534, 578, 579, 622]; [113, 120, 453]; [622]; [678, 684, 698, 702]; {622}; {100}; 43.0; 00000001000000001000000000110000000010001
100; 293; 293; 1; 1; 0.0018315018315018315; 2; 1; 4; [293]; [127, 134]; [293]; [380, 381]; {293}; {10}; 40.0; 01100001000000000010000010100001000100011
101; 293; 453; 4; 4; 0.007326007326007326; 2; 1; 4; [293, 380, 381, 453]; [127, 134]; [453]; [534, 579]; {453}; {00}; 42.0; 00000001000000000000000010010000000010011
102; 293; 622; 8; 8; 0.014652014652014652; 3; 1; 8; [293, 380, 381, 453, 534, 578, 579, 622]; [127, 134, 450]; [622]; [678, 684, 698, 702]; {622}; {101}; 42.0; 00000001000000001010000000110000000010011
103; 296; 296; 1; 1; 0.0018315018315018315; 2; 1; 4; [296]; [141, 148]; [296]; [382, 383]; {296}; {10}; 35.0; 00000001000000000000100000010000000100011
104; 296; 456; 4; 4; 0.007326007326007326; 2; 1; 4; [296, 382, 383, 456]; [141, 148]; [456]; [537, 580]; {456}; {10}; 47.0; 00000001000000000000100000010000000100011
105; 296; 627; 8; 8; 0.014652014652014652; 3; 1; 8; [296, 382, 383, 456, 537, 580, 581, 627]; [141, 148, 459]; [627]; [678, 687, 699, 704]; {627}; {010}; 36.0; 00000001000000000000010001001001000100011
106; 299; 299; 1; 1; 0.0018315018315018315; 2; 1; 4; [299]; [155, 162]; [299]; [384, 385]; {299}; {00}; 37.0; 00000001000000000000000010010000000100011
107; 299; 459; 4; 4; 0.007326007326007326; 2; 1; 4; [299, 384, 385, 459]; [155, 162]; [459]; [537, 581]; {459}; {10}; 36.0; 00000001000000000000001000011010000100011
108; 299; 627; 8; 8; 0.014652014652014652; 3; 1; 8; [299, 384, 385, 459, 537, 580, 581, 627]; [155, 162, 456]; [627]; [678, 687, 699, 704]; {627}; {100}; 37.0; 00000001000000000000001000011010000100011
109; 302; 302; 1; 1; 0.0018315018315018315; 2; 1; 4; [302]; [169, 176]; [302]; [386, 387]; {302}; {10}; 39.0; 00000001000000000011000010000000000010001
110; 302; 462; 4; 4; 0.007326007326007326; 2; 1; 4; [302, 386, 387, 462]; [169, 176]; [462]; [540, 582]; {462}; {01}; 37.0; 00000001000000001111000001000000000010001
111; 302; 632; 8; 8; 0.014652014652014652; 3; 1; 8; [302, 386, 387, 462, 540, 582, 583, 632]; [169, 176, 465]; [632]; [681, 684, 700, 703]; {632}; {001}; 37.0; none
112; 305; 305; 1; 1; 0.0018315018315018315; 2; 1; 4; [305]; [183, 190]; [305]; [388, 389]; {305}; {00}; 33.0; 00000001000000001001000000000000000010011
113; 305; 465; 4; 4; 0.007326007326007326; 2; 1; 4; [305, 388, 389, 465]; [183, 190]; [465]; [540, 583]; {465}; {00}; 33.0; 00000001000000001001000000000000000010011
114; 305; 632; 8; 8; 0.014652014652014652; 3; 1; 8; [305, 388, 389, 465, 540, 582, 583, 632]; [183, 190, 462]; [632]; [681, 684, 700, 703]; {632}; {011}; 35.0; 00000001000000000000000010010000000010011
115; 308; 308; 1; 1; 0.0018315018315018315; 2; 1; 4; [308]; [197, 204]; [308]; [390, 391]; {308}; {10}; 34.0; 00000001000000000001000000001000000100011
116; 308; 468; 4; 4; 0.007326007326007326; 2; 1; 4; [308, 390, 391, 468]; [197, 204]; [468]; [543, 584]; {468}; {01}; 34.0; 00000001000000000100100100000100000100011
117; 308; 637; 8; 8; 0.014652014652014652; 3; 1; 8; [308, 390, 391, 468, 543, 584, 585, 637]; [197, 204, 471]; [637]; [681, 687, 701, 705]; {637}; {101}; 30.0; 00000001000000000001001000001010000100011
118; 311; 311; 1; 1; 0.0018315018315018315; 2; 1; 4; [311]; [211, 218]; [311]; [392, 393]; {311}; {00}; 29.0; 00000001000000001001000000000000000100011
119; 311; 471; 4; 4; 0.007326007326007326; 2; 1; 4; [311, 392, 393, 471]; [211, 218]; [471]; [543, 585]; {471}; {01}; 30.0; 00000001000000001000000000000001000100011
120; 311; 637; 8; 8; 0.014652014652014652; 3; 1; 8; [311, 392, 393, 471, 543, 584, 585, 637]; [211, 218, 468]; [637]; [681, 687, 701, 705]; {637}; {110}; 33.0; 00000001000000000000101000000011000100011
121; 314; 314; 1; 1; 0.0018315018315018315; 2; 1; 4; [314]; [1, 29]; [314]; [394, 395]; {314}; {10}; 33.0; 1001000000000000000000001010000000000000x
122; 314; 474; 4; 4; 0.007326007326007326; 2; 1; 4; [314, 394, 395, 474]; [1, 29]; [474]; [546, 586]; {474}; {10}; 37.0; 1000000100000000000000001001000000000000x
123; 314; 642; 8; 8; 0.014652014652014652; 3; 1; 8; [314, 394, 395, 474, 546, 586, 587, 642]; [1, 29, 477]; [642]; [794, 818]; {642}; {000}; 29.0; 00000001000000000000000010010000000010011
124; 314; 834; 12; 12; 0.02197802197802198; 4; 1; 16; [314, 394, 395, 474, 546, 586, 587, 642, 794, 818, 819, 834]; [1, 29, 477, 770]; [834]; [938, 941, 944, 974, 976, 981, 1016, 1021, 1036, 1048, 1060, 1072]; {834}; {1010}; 32.0; 10000000100100001000010000000010000100001
125; 317; 317; 1; 1; 0.0018315018315018315; 2; 1; 4; [317]; [57, 85]; [317]; [396, 397]; {317}; {11}; 32.0; 00010000100010000000000010100000000010101
