inputFileName=c3540.bench; numberOfInputs=50; numberOfOutputs=22; numberOfGates=1669; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
17; 740; 740; 1; 1; 5.991611743559018E-4; 1; 1; 2; [740]; [107]; [740]; [1257, 3264, 3277, 3284, 3291, 3298, 3305, 3312]; {740}; {1}; 48.0; 0xxxxxxxxxxx1xxxxxxxxxxxxxxxx00000010xxxxxxxxxxxxx
18; 749; 749; 1; 1; 5.991611743559018E-4; 1; 1; 2; [749]; [107]; [749]; [1264, 1487, 2355]; {749}; {0}; 64.0; 0xx1xxxxxx100xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
19; 753; 753; 1; 1; 5.991611743559018E-4; 1; 1; 2; [753]; [116]; [753]; [1258, 2349, 3278, 3285, 3292, 3299, 3306, 3313, 3320]; {753}; {1}; 32.0; 111xxxxxxxx011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
20; 763; 763; 1; 1; 5.991611743559018E-4; 1; 1; 2; [763]; [116]; [763]; [1490, 1722, 1725, 2353]; {763}; {1}; 48.0; 0xx1xx01111011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
21; 768; 768; 1; 1; 5.991611743559018E-4; 2; 1; 4; [768]; [257, 264]; [768]; [1067]; {768}; {00}; 32.0; 101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx100xxxxxxxxxxxxxx
22; 768; 1067; 2; 2; 0.0011983223487118035; 3; 1; 8; [768, 1067]; [257, 264, 250]; [1067]; [1983]; {1067}; {001}; 46.0; 101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx100xxxxxxxxxxxxxx
23; 768; 1983; 3; 3; 0.0017974835230677051; 4; 1; 16; [768, 1067, 1983]; [257, 264, 250, 1768]; [1983]; [2745, 2746]; {1983}; {0111}; 54.0; 101xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx101xxxxxxxxxxxxxx
24; 768; 3195; 7; 7; 0.004194128220491312; 6; 1; 64; [768, 1067, 1983, 2745, 2746, 2962, 3195]; [257, 264, 250, 1768, 2376, 2379]; [3195]; []; {3195}; {001111}; 48.0; none
25; 769; 769; 1; 1; 5.991611743559018E-4; 1; 1; 2; [769]; [1]; [769]; [1322, 1452]; {769}; {1}; 63.0; 110110x11110x1xxxxxxxx10x01xx11001111x1xxxxxxxx0xx
26; 772; 772; 1; 1; 5.991611743559018E-4; 1; 1; 2; [772]; [1]; [772]; [1325, 1328, 1331, 1756, 1761, 1821]; {772}; {0}; 32.0; 000x00011xxxxxxxxxxxxx1x1xxxx01xxxxxx0xxxxxxxx0xxx
27; 779; 779; 1; 1; 5.991611743559018E-4; 1; 1; 2; [779]; [1]; [779]; [1306, 1315]; {779}; {1}; 48.0; 1000011xxxxxxxxxxxxxxx10xxxxx0xxxxxxx1xxxxxxxxxxxx
28; 782; 782; 1; 1; 5.991611743559018E-4; 1; 1; 2; [782]; [13]; [782]; [1279, 1337, 1452]; {782}; {0}; 32.0; 101xxx11xxxxxxxxxxxxxxxxxxxxxxxxx0xxxxxxxxxxxxxxxx
29; 786; 786; 1; 1; 5.991611743559018E-4; 1; 1; 2; [786]; [13]; [786]; [1325, 1328, 1331, 1761, 1824, 1833]; {786}; {1}; 63.0; 11011x011xxxxxxxxxxxxx1xxxxxx11xxxxxxxxxxxxxxx0xxx
30; 793; 793; 1; 1; 5.991611743559018E-4; 2; 1; 4; [793]; [13, 20]; [793]; [1196]; {793}; {11}; 48.0; 011xxx0xxxxxx0xxxxxxxx0000xxxxxxxxxxxxxxxxxxxx1xxx
31; 793; 1196; 2; 2; 0.0011983223487118035; 2; 1; 4; [793, 1196]; [13, 20]; [1196]; [1409]; {1196}; {11}; 47.0; 011xxx0xxxxxx0xxxxxxxx0000xxxxxxxxxxxxxxxxxxxx1xxx
32; 793; 1409; 3; 3; 0.0017974835230677051; 3; 1; 8; [793, 1196, 1409]; [13, 20, 1]; [1409]; [1869, 1870, 1874, 1875, 1879, 1880, 1884, 1885, 1889, 1890, 1894, 1895, 1899, 1900, 1904, 1905]; {1409}; {111}; 64.0; 111xxx00000000xxxxxxxx0000xxxxxxxxxxxxxxxxxxxxxxxx
33; 794; 794; 1; 1; 5.991611743559018E-4; 1; 1; 2; [794]; [20]; [794]; [1337, 1452, 1824]; {794}; {0}; 63.0; 1101x1xxxxx1x1xxxxxxxx001xxxxxxxxxxxxx1xxxxxxx1xxx
34; 798; 798; 1; 1; 5.991611743559018E-4; 1; 1; 2; [798]; [20]; [798]; [1325, 1328, 1756, 1761]; {798}; {0}; 37.0; 11011xx11xx011xxxxxxxx1xxxxxx11xxxxxxxxxxxxxxx0xxx
35; 803; 803; 1; 1; 5.991611743559018E-4; 1; 1; 2; [803]; [20]; [803]; [1345, 1346, 1347, 1348, 1349, 1350, 1351, 1352, 1580, 1583, 1585, 1588, 1591, 1594, 1596, 1599]; {803}; {1}; 48.0; 111xxx000x1001xxxxxx110000xxxxxxxxxxxxxxxxxxxx1xxx
36; 820; 820; 1; 1; 5.991611743559018E-4; 1; 1; 2; [820]; [33]; [820]; [1117]; {820}; {0}; 48.0; 1100x1x0111111xxxxxx1x0000xxxxxxxxxxxx1xxxxxxx1xxx
37; 820; 1117; 2; 2; 0.0011983223487118035; 2; 1; 4; [820, 1117]; [33, 20]; [1117]; [1579, 1580, 1582, 1583, 1584, 1585, 1587, 1588, 1590, 1591, 1593, 1594, 1595, 1596, 1598, 1599]; {1117}; {00}; 47.0; 1100x1x0111111xxxxxx1x0000xxxxxxxxxxxx1xxxxxxx1xxx
38; 820; 1117; 2; 2; 0.0011983223487118035; 2; 1; 4; [820, 1117]; [33, 20]; [1117]; [1579, 1580, 1582, 1583, 1584, 1585, 1587, 1588, 1590, 1591, 1593, 1594, 1595, 1596, 1598, 1599]; {1117}; {01}; 47.0; 1110xxx1xxxx00xxxxxxxx0000xxxxxxxxxxxx1xxxxxxx1xxx
39; 820; 1117; 2; 2; 0.0011983223487118035; 2; 1; 4; [820, 1117]; [33, 20]; [1117]; [1579, 1580, 1582, 1583, 1584, 1585, 1587, 1588, 1590, 1591, 1593, 1594, 1595, 1596, 1598, 1599]; {1117}; {10}; 47.0; 1101x1x0111111xxxxxx1x0000xxxxxxxxxxxx1xxxxxxx1xxx
40; 820; 1117; 2; 2; 0.0011983223487118035; 2; 1; 4; [820, 1117]; [33, 20]; [1117]; [1579, 1580, 1582, 1583, 1584, 1585, 1587, 1588, 1590, 1591, 1593, 1594, 1595, 1596, 1598, 1599]; {1117}; {11}; 47.0; 1111xxx1xxxx00xxxxxxxx0000xxxxxxxxxxxx1xxxxxxx1xxx
41; 821; 821; 1; 1; 5.991611743559018E-4; 1; 1; 2; [821]; [33]; [821]; [1369, 1738, 1818]; {821}; {1}; 48.0; 1101x0x1xx0000xxx1xxxxxx0xxxxxxxxxxxxx0000xxxxxxxx
42; 825; 825; 1; 1; 5.991611743559018E-4; 1; 1; 2; [825]; [33]; [825]; [1298, 1384, 1747]; {825}; {0}; 48.0; 1000xxx0xxxxxxxxxxxxxxxx1xxxxx0xxxxxx0xxxxxxxxxxxx
43; 825; 825; 1; 1; 5.991611743559018E-4; 1; 1; 2; [825]; [33]; [825]; [1298, 1384, 1747]; {825}; {1}; 62.0; 1001xxx0xxxxxxxxxxxxxxxx1xxxxx0xxxxxx0xxxxxxxxxxxx
44; 829; 829; 1; 1; 5.991611743559018E-4; 2; 1; 4; [829]; [33, 41]; [829]; [1426, 1427]; {829}; {01}; 48.0; 11101x1x10xxxxxxxxxxxx1000x1000xxxxxxxxxxxxxxxxx0x
45; 832; 832; 1; 1; 5.991611743559018E-4; 1; 1; 2; [832]; [41]; [832]; [1302, 1315]; {832}; {0}; 48.0; 101x0x11xxxxx1xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
46; 835; 835; 1; 1; 5.991611743559018E-4; 2; 1; 4; [835]; [41, 45]; [835]; [1306]; {835}; {10}; 48.0; 011x1000xxxxxxxxxxxxxx10xxxxx01xxxxxx1xxxxxxxxxxxx
47; 835; 1306; 2; 2; 0.0011983223487118035; 3; 1; 8; [835, 1306]; [41, 45, 779]; [1306]; [1873, 1878, 1883, 1888, 2418, 2421, 2426, 2431]; {1306}; {111}; 47.0; 011x1100xxxxxxxxxxxxxx10xxxxx01xxxxxx1xxxxxxxxxxxx
48; 836; 836; 1; 1; 5.991611743559018E-4; 1; 1; 2; [836]; [45]; [836]; [1315, 1322]; {836}; {1}; 48.0; 010x01xxxxxxxxxxxxxxxxx1xx1xxxxxx00010xxxxxxxx11xx
49; 839; 839; 1; 1; 5.991611743559018E-4; 1; 1; 2; [839]; [45]; [839]; [1273, 1276]; {839}; {1}; 48.0; 101111x0xxxxxxxxxxxxxxxxxxxxx0000xxxxxxxxxxxxxxxxx
50; 842; 842; 1; 1; 5.991611743559018E-4; 1; 1; 2; [842]; [50]; [842]; [1250, 1338]; {842}; {1}; 48.0; xxxxxx1000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
51; 845; 845; 1; 1; 5.991611743559018E-4; 1; 1; 2; [845]; [58]; [845]; [1787, 1794]; {845}; {1}; 48.0; 1101xxx1111111xxxxxxxx0000xxxxxxxxxxxx1xxxxxxx1xxx
52; 848; 848; 1; 1; 5.991611743559018E-4; 1; 1; 2; [848]; [58]; [848]; [1250, 1338]; {848}; {0}; 48.0; xxxxxx0000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
53; 851; 851; 1; 1; 5.991611743559018E-4; 1; 1; 2; [851]; [68]; [851]; [1789, 1796]; {851}; {0}; 48.0; 1101xxx0011111xxxxxxxx0000xxxxxxxxxxxx1xxxxxxx1xxx
54; 854; 854; 1; 1; 5.991611743559018E-4; 1; 1; 2; [854]; [68]; [854]; [1250, 1338, 1586]; {854}; {0}; 48.0; xxxxxx0000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
55; 858; 858; 1; 1; 5.991611743559018E-4; 1; 1; 2; [858]; [87]; [858]; [1793, 1800]; {858}; {0}; 48.0; 1100x1xxxx0xxxxxxxxxxx0000xxxxxxxxxxxxxxxxxxxx0xxx
56; 861; 861; 1; 1; 5.991611743559018E-4; 1; 1; 2; [861]; [87]; [861]; [1340, 1343]; {861}; {1}; 32.0; 11xxxxxxxx1000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
57; 864; 864; 1; 1; 5.991611743559018E-4; 1; 1; 2; [864]; [97]; [864]; [1795, 1802]; {864}; {0}; 48.0; 1100x1xxxxx0xxxxxxxxxx0000xxxxxxxxxxxxxxxxxxxx0xxx
58; 864; 864; 1; 1; 5.991611743559018E-4; 1; 1; 2; [864]; [97]; [864]; [1795, 1802]; {864}; {1}; 47.0; 1100x1xxxxx1xxxxxxxxxx0000xxxxxxxxxxxxxxxxxxxx0xxx
59; 867; 867; 1; 1; 5.991611743559018E-4; 1; 1; 2; [867]; [97]; [867]; [1340, 1343]; {867}; {1}; 48.0; 11xxxxxxxx0100xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
60; 870; 870; 1; 1; 5.991611743559018E-4; 1; 1; 2; [870]; [107]; [870]; [1340, 1343, 1597]; {870}; {0}; 48.0; 11xxxxxxxx0000xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
61; 874; 874; 1; 1; 5.991611743559018E-4; 1; 1; 2; [874]; [1]; [874]; [1334, 1562]; {874}; {1}; 32.0; 100xxxxxxx1xxxxxxxxxxx1xxxxxxxxxx1xxxxxxxxxxxxxxxx
62; 877; 877; 1; 1; 5.991611743559018E-4; 1; 1; 2; [877]; [68]; [877]; [1493, 1496]; {877}; {1}; 48.0; 10xxxx1011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
63; 880; 880; 1; 1; 5.991611743559018E-4; 1; 1; 2; [880]; [107]; [880]; [1499, 1502]; {880}; {1}; 48.0; 111xxxxxxxx011xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
64; 883; 883; 1; 1; 5.991611743559018E-4; 1; 1; 2; [883]; [20]; [883]; [1353, 1358]; {883}; {1}; 48.0; 1110xxxxxxxxxxxxxxx1x01100xxxxxxxxxxxxxxxxxxxxxxxx
65; 886; 886; 1; 1; 5.991611743559018E-4; 1; 1; 2; [886]; [190]; [886]; [1353, 1358]; {886}; {1}; 32.0; 1110xxxxxxxxxxxxxxx1x01110xxxxxxxxxxxxxxxxxxxxxxxx
66; 889; 889; 1; 1; 5.991611743559018E-4; 1; 1; 2; [889]; [200]; [889]; [1806]; {889}; {1}; 33.0; 1110xxxxxxxxxxxxxxxx011101xxxxxxxxxxxxxxxxxxxxxxxx
67; 889; 1806; 2; 2; 0.0011983223487118035; 2; 1; 4; [889, 1806]; [200, 1363]; [1806]; [2197, 2203]; {1806}; {01}; 48.0; 1110xxxxxxxxxxxxxxxxx11100xxxxxxxxxxxxxxxxxxxxxxxx
68; 890; 890; 1; 1; 5.991611743559018E-4; 2; 1; 4; [890]; [20, 200]; [890]; [1809]; {890}; {11}; 48.0; 1110xxxx1xxxxxxxxxxxxx1001xxxxxxxxxxxxxxxxxxxxxxxx
69; 890; 1809; 2; 2; 0.0011983223487118035; 3; 1; 8; [890, 1809]; [20, 200, 1366]; [1809]; [2188, 2194]; {1809}; {000}; 48.0; none
70; 891; 891; 1; 1; 5.991611743559018E-4; 2; 1; 4; [891]; [20, 200]; [891]; [1812]; {891}; {10}; 48.0; 1110xxxxxxxxxxxxx1xxxx1000xxxxxxxxxxxxxxxxxxxxxxxx
71; 891; 1812; 2; 2; 0.0011983223487118035; 3; 1; 8; [891, 1812]; [20, 200, 1366]; [1812]; [2185, 2191]; {1812}; {111}; 47.0; 1110xxxx0xxxxxxxx1xxxx1001xxxxxxxxxxxxxxxxxxxxxxxx
72; 892; 892; 1; 1; 5.991611743559018E-4; 2; 1; 4; [892]; [20, 179]; [892]; [1363, 1366]; {892}; {00}; 63.0; 1100x0x1xxxxxxxxxx00xxx0xxxxxxxxxxxxxxxxxxxxxxxxxx
73; 895; 895; 1; 1; 5.991611743559018E-4; 1; 1; 2; [895]; [20]; [895]; [1179]; {895}; {1}; 63.0; 1110xx0001xxxxxxx000000xxxxxxxxxxxxxxxxxxxxxxxxxxx
74; 895; 1179; 2; 2; 0.0011983223487118035; 2; 1; 4; [895, 1179]; [20, 169]; [1179]; [1821]; {1179}; {11}; 47.0; 1110xx0001xxxxxxx000001xxxxxxxxxxxxxxxxxxxxxxxxxxx
75; 895; 1821; 3; 3; 0.0017974835230677051; 4; 1; 16; [895, 1179, 1821]; [20, 169, 772, 1279]; [1821]; [2212, 2221]; {1821}; {1111}; 63.0; 1110xx0001xxxxxxx000001xxxxxxxxxxxxxxxxxxxxxxxxxxx
76; 896; 896; 1; 1; 5.991611743559018E-4; 2; 1; 4; [896]; [349, 33]; [896]; [1401, 1402, 1403, 1404, 1405, 1406, 1407, 1408, 1850, 1852, 1854, 1856, 1858, 1860, 1862, 1864]; {896}; {00}; 48.0; 1110xx1010xxxxxxxxxxxx1000x010xxxxxxxxxxxxxxxxxx0x
77; 913; 913; 1; 1; 5.991611743559018E-4; 2; 1; 4; [913]; [1, 13]; [913]; [1202]; {913}; {11}; 48.0; 1101xx10111111xxxxxx0x0000xxxxxxxxxxxx0xxxxxxx1xxx
78; 913; 1202; 2; 2; 0.0011983223487118035; 3; 1; 8; [913, 1202]; [1, 13, 914]; [1202]; [1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680, 1869, 1874, 1879, 1884, 1889, 1894, 1899, 1904]; {1202}; {111}; 47.0; 1101xx10111111xxxxxx0x0000xxxxxxxxxxxx0xxxxxxx1xxx
79; 914; 914; 1; 1; 5.991611743559018E-4; 3; 1; 8; [914]; [1, 20, 33]; [914]; [1202]; {914}; {010}; 48.0; 0x10xx1xxxxxxxxxxxxxxx0000xxxxxxxxxxxxxxxxxxxx0xxx
80; 914; 1202; 2; 2; 0.0011983223487118035; 4; 1; 16; [914, 1202]; [1, 20, 33, 913]; [1202]; [1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680, 1869, 1874, 1879, 1884, 1889, 1894, 1899, 1904]; {1202}; {1010}; 63.0; 1101xx10111111xxxxxxxx0000xxxxxxxxxxxx0xxxxxxx1xxx
81; 915; 915; 1; 1; 5.991611743559018E-4; 1; 1; 2; [915]; [20]; [915]; [1197]; {915}; {0}; 48.0; 010x001x00xxxxxxxxxxxx10011xx100xxxxxxxxxxxxxxxxxx
82; 915; 1197; 2; 2; 0.0011983223487118035; 2; 1; 4; [915, 1197]; [20, 1]; [1197]; [2068, 2073, 2078, 2083]; {1197}; {00}; 62.0; 010x001x00xxxxxxxxxxxx10011xx100xxxxxxxxxxxxxxxxxx
83; 916; 916; 1; 1; 5.991611743559018E-4; 1; 1; 2; [916]; [33]; [916]; [1219]; {916}; {0}; 48.0; 00x0xxxxxxxxx1xxxxxxxx0000xxxxxxxxxxxxxxxxxxxx0xxx
84; 916; 1219; 2; 2; 0.0011983223487118035; 2; 1; 4; [916, 1219]; [33, 1]; [1219]; [2088, 2093, 2098, 2103]; {1219}; {10}; 47.0; 00x1xxxxxxxxx1xxxxxxxx0000xxxxxxxxxxxxxxxxxxxx0xxx
85; 917; 917; 1; 1; 5.991611743559018E-4; 1; 1; 2; [917]; [179]; [917]; [1459, 3383]; {917}; {0}; 48.0; 010xx0xxxxxxxxxxxxxxxxx0xx1xxxxxx1111xxxxxxxxx11xx
86; 920; 920; 1; 1; 5.991611743559018E-4; 1; 1; 2; [920]; [213]; [920]; [1461, 1464]; {920}; {0}; 79.0; 111xx011111011xxxxxxxx0xxx0xxxxxxxxxxxxxxxxxxxx0x1
87; 923; 923; 1; 1; 5.991611743559018E-4; 1; 1; 2; [923]; [343]; [923]; [1461, 1464]; {923}; {0}; 64.0; 111xx000xxxxx1xxxxxxxx0xxx1xxxxxxxxxxxxxxxxxxxx0xx
88; 926; 926; 1; 1; 5.991611743559018E-4; 1; 1; 2; [926]; [226]; [926]; [1259, 1510]; {926}; {1}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx11010001xxxxxxxxxxxxx
89; 926; 1715; 5; 5; 0.0029958058717795086; 3; 1; 8; [926, 1259, 1509, 1510, 1715]; [226, 929, 1260]; [1715]; [2313, 2319]; {1715}; {001}; 47.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00010001xxxxxxxxxxxxx
90; 929; 929; 1; 1; 5.991611743559018E-4; 1; 1; 2; [929]; [232]; [929]; [1260, 1509]; {929}; {0}; 33.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx10010001xxxxxxxxxxxxx
91; 929; 1715; 5; 5; 0.0029958058717795086; 3; 1; 8; [929, 1260, 1509, 1510, 1715]; [232, 1259, 926]; [1715]; [2313, 2319]; {1715}; {111}; 47.0; none
92; 932; 932; 1; 1; 5.991611743559018E-4; 1; 1; 2; [932]; [238]; [932]; [1261, 1512]; {932}; {1}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx01110001xxxxxxxxxxxxx
93; 932; 1718; 5; 5; 0.0029958058717795086; 3; 1; 8; [932, 1261, 1511, 1512, 1718]; [238, 935, 1262]; [1718]; [2316, 2322]; {1718}; {100}; 47.0; none
94; 935; 935; 1; 1; 5.991611743559018E-4; 1; 1; 2; [935]; [244]; [935]; [1262, 1511]; {935}; {0}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx01100001xxxxxxxxxxxxx
95; 935; 1718; 5; 5; 0.0029958058717795086; 3; 1; 8; [935, 1262, 1511, 1512, 1718]; [244, 1261, 932]; [1718]; [2316, 2322]; {1718}; {011}; 47.0; none
96; 938; 938; 1; 1; 5.991611743559018E-4; 1; 1; 2; [938]; [250]; [938]; [1467, 1692]; {938}; {1}; 32.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00011101xxxxxxxxxxxxx
97; 938; 1933; 5; 5; 0.0029958058717795086; 3; 1; 8; [938, 1467, 1691, 1692, 1933]; [250, 941, 1468]; [1933]; [2141, 2342]; {1933}; {110}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00011101xxxxxxxxxxxxx
98; 938; 2471; 9; 9; 0.005392450569203115; 5; 1; 32; [938, 1467, 1691, 1692, 1933, 2141, 2341, 2342, 2471]; [250, 941, 1468, 1936, 2142]; [2471]; [2970, 2980]; {2471}; {00011}; 63.0; none
99; 941; 941; 1; 1; 5.991611743559018E-4; 1; 1; 2; [941]; [257]; [941]; [1468, 1691]; {941}; {1}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00011101xxxxxxxxxxxxx
100; 941; 1933; 5; 5; 0.0029958058717795086; 3; 1; 8; [941, 1468, 1691, 1692, 1933]; [257, 1467, 938]; [1933]; [2141, 2342]; {1933}; {111}; 47.0; none
101; 941; 2471; 9; 9; 0.005392450569203115; 5; 1; 32; [941, 1468, 1691, 1692, 1933, 2141, 2341, 2342, 2471]; [257, 1467, 938, 1936, 2142]; [2471]; [2970, 2980]; {2471}; {10011}; 63.0; none
102; 944; 944; 1; 1; 5.991611743559018E-4; 1; 1; 2; [944]; [264]; [944]; [1469, 1694]; {944}; {0}; 63.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00010101xxxxxxxxxxxxx
103; 944; 1936; 5; 5; 0.0029958058717795086; 3; 1; 8; [944, 1469, 1693, 1694, 1936]; [264, 947, 1470]; [1936]; [2142, 2341]; {1936}; {101}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00010110xxxxxxxxxxxxx
104; 944; 2471; 9; 9; 0.005392450569203115; 5; 1; 32; [944, 1469, 1693, 1694, 1936, 2142, 2341, 2342, 2471]; [264, 947, 1470, 2141, 1933]; [2471]; [2970, 2980]; {2471}; {11100}; 47.0; none
105; 947; 947; 1; 1; 5.991611743559018E-4; 1; 1; 2; [947]; [270]; [947]; [1470, 1693]; {947}; {1}; 32.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00010111xxxxxxxxxxxxx
106; 947; 1936; 5; 5; 0.0029958058717795086; 3; 1; 8; [947, 1470, 1693, 1694, 1936]; [270, 1469, 944]; [1936]; [2142, 2341]; {1936}; {110}; 48.0; xxxxxxxxxxxxxxxxxxxxxxxxxxxxx00010101xxxxxxxxxxxxx
107; 947; 2471; 9; 9; 0.005392450569203115; 5; 1; 32; [947, 1470, 1693, 1694, 1936, 2142, 2341, 2342, 2471]; [270, 1469, 944, 2141, 1933]; [2471]; [2970, 2980]; {2471}; {01100}; 47.0; none
108; 950; 950; 1; 1; 5.991611743559018E-4; 1; 1; 2; [950]; [50]; [950]; [1474, 2133]; {950}; {0}; 48.0; xxxxxx00101110xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
