inputFileName=s27.bench; numberOfInputs=7; numberOfOutputs=4; numberOfGates=11; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
10; g17; g10; 0; 2; 0.18181818181818182; 2; 2; 8; [g17, g10]; [g11, g14]; [g17, g10]; []; g10; 00; 8747
11; g17; g13; 0; 2; 0.18181818181818182; 3; 2; 16; [g17, g13]; [g11, g2, g12]; [g17, g13]; []; g13; 001; 8426
12; g15; g14; 3; 3; 0.2727272727272727; 3; 3; 24; [g14, g8, g15]; [g0, g6, g12]; [g8, g15, g14]; [g16, g9, g10]; g14; 100; 8482
13; g15; g8; 2; 2; 0.18181818181818182; 3; 2; 16; [g8, g15]; [g14, g6, g12]; [g8, g15]; [g16, g9]; g15; 010; 8610
14; g15; g16; 0; 2; 0.18181818181818182; 3; 2; 16; [g15, g16]; [g12, g8, g3]; [g16, g15]; [g9]; g16; 000; 6327
15; g15; g9; 2; 2; 0.18181818181818182; 3; 1; 8; [g15, g9]; [g12, g8, g16]; [g9]; [g11]; g9; 110; 126
16; g15; g11; 3; 3; 0.2727272727272727; 4; 1; 16; [g15, g9, g11]; [g12, g8, g16, g5]; [g11]; [g17, g10, g11_extra]; g11; 0111; 5542
17; g15; g12; 2; 2; 0.18181818181818182; 3; 2; 16; [g12, g15]; [g8, g1, g7]; [g15, g12]; [g9, g13]; g12; 110; 8453
18; g15; g11_extra; 4; 4; 0.36363636363636365; 4; 2; 32; [g15, g9, g11, g11_extra]; [g12, g8, g16, g5]; [g11_extra, g11]; [g17, g10]; g11; 0011; 20581
19; g9; g14; 5; 5; 0.45454545454545453; 4; 2; 32; [g14, g8, g15, g16, g9]; [g0, g6, g12, g3]; [g14, g9]; [g10, g11]; g9; 1000; 11192
20; g9; g17; 3; 3; 0.2727272727272727; 3; 2; 16; [g9, g11, g17]; [g16, g15, g5]; [g17, g11]; [g10, g11_extra]; g11; 100; 216
21; g9; g8; 4; 4; 0.36363636363636365; 4; 1; 16; [g8, g15, g16, g9]; [g14, g6, g12, g3]; [g9]; [g11]; g9; 0001; 5645
22; g9; g15; 2; 2; 0.18181818181818182; 3; 1; 8; [g15, g9]; [g12, g8, g16]; [g9]; [g11]; g9; 011; 3306
23; g9; g10; 3; 3; 0.2727272727272727; 4; 2; 32; [g9, g11, g10]; [g16, g15, g14, g5]; [g10, g11]; [g17, g11_extra]; g11; 1001; 3097
24; g9; g12; 3; 3; 0.2727272727272727; 4; 2; 32; [g12, g15, g9]; [g8, g16, g1, g7]; [g9, g12]; [g11, g13]; g9; 1100; 5927
25; g9; g13; 0; 2; 0.18181818181818182; 4; 2; 32; [g9, g13]; [g16, g15, g2, g12]; [g13, g9]; [g11]; g9; 1110; 3050
26; g9; g11_extra; 3; 3; 0.2727272727272727; 3; 2; 16; [g9, g11, g11_extra]; [g16, g15, g5]; [g11_extra, g11]; [g17, g10]; g11; 010; 5970
27; g10; g14; 7; 7; 0.6363636363636364; 5; 2; 64; [g14, g8, g15, g16, g9, g10, g11]; [g0, g6, g12, g3, g5]; [g10, g11]; [g17, g11_extra]; g11; 11101; 5962
28; g10; g8; 6; 6; 0.5454545454545454; 5; 2; 64; [g8, g15, g16, g9, g11, g10]; [g14, g6, g12, g3, g5]; [g10, g11]; [g17, g11_extra]; g10; 01001; 3196
29; g10; g15; 4; 4; 0.36363636363636365; 5; 2; 64; [g15, g9, g11, g10]; [g12, g8, g16, g14, g5]; [g10, g11]; [g17, g11_extra]; g11; 01100; 3122
30; g10; g9; 3; 3; 0.2727272727272727; 4; 2; 32; [g9, g11, g10]; [g16, g15, g14, g5]; [g10, g11]; [g17, g11_extra]; g11; 1111; 3547
31; g10; g12; 5; 5; 0.45454545454545453; 6; 3; 192; [g12, g15, g9, g11, g10]; [g8, g16, g14, g5, g1, g7]; [g10, g11, g12]; [g17, g13, g11_extra]; g11; 011000; 3196
32; g12; g14; 0; 2; 0.18181818181818182; 3; 2; 16; [g12, g14]; [g0, g1, g7]; [g14, g12]; [g8, g15, g10, g13]; g14; 010; 18049
33; g12; g15; 2; 2; 0.18181818181818182; 3; 2; 16; [g12, g15]; [g8, g1, g7]; [g15, g12]; [g9, g13]; g15; 100; 6097
34; g12; g10; 5; 5; 0.45454545454545453; 6; 3; 192; [g12, g15, g9, g11, g10]; [g8, g16, g14, g5, g1, g7]; [g10, g11, g12]; [g17, g13, g11_extra]; g10; 011011; 3382
35; g12; g11; 4; 4; 0.36363636363636365; 5; 2; 64; [g12, g15, g9, g11]; [g8, g16, g5, g1, g7]; [g11, g12]; [g17, g10, g13, g11_extra]; g11; 00110; 3173
36; g12; g12; 1; 1; 0.09090909090909091; 2; 1; 4; [g12]; [g1, g7]; [g12]; [g15, g13]; g12; 11; 6017
37; g12; g11_extra; 5; 5; 0.45454545454545453; 5; 3; 96; [g12, g15, g9, g11, g11_extra]; [g8, g16, g5, g1, g7]; [g11_extra, g11, g12]; [g17, g10, g13]; g11; 00001; 3159
38; g13; g14; 0; 2; 0.18181818181818182; 3; 2; 16; [g13, g14]; [g0, g2, g12]; [g13, g14]; [g8, g10]; g14; 111; 3199
39; g13; g8; 0; 2; 0.18181818181818182; 4; 2; 32; [g13, g8]; [g14, g6, g2, g12]; [g13, g8]; [g15, g16]; g8; 0010; 3499
40; g13; g15; 0; 2; 0.18181818181818182; 3; 2; 16; [g13, g15]; [g12, g8, g2]; [g13, g15]; [g9]; g13; 010; 3162
41; g13; g9; 0; 2; 0.18181818181818182; 4; 2; 32; [g13, g9]; [g16, g15, g2, g12]; [g13, g9]; [g11]; g13; 0000; 6004
42; g13; g10; 0; 2; 0.18181818181818182; 4; 2; 32; [g13, g10]; [g14, g11, g2, g12]; [g10, g13]; []; g10; 1001; 5989
43; g13; g11; 0; 2; 0.18181818181818182; 4; 2; 32; [g13, g11]; [g5, g9, g2, g12]; [g13, g11]; [g17, g10, g11_extra]; g11; 0101; 8631
44; g13; g12; 2; 2; 0.18181818181818182; 3; 2; 16; [g12, g13]; [g1, g7, g2]; [g13, g12]; [g15]; g12; 010; 18966
45; g13; g13; 1; 1; 0.09090909090909091; 2; 1; 4; [g13]; [g2, g12]; [g13]; []; g13; 01; 263
46; g13; g11_extra; 0; 2; 0.18181818181818182; 3; 2; 16; [g13, g11_extra]; [g2, g12, g11]; [g11_extra, g13]; []; g13; 111; 3870
