inputFileName=s820.bench; numberOfInputs=23; numberOfOutputs=24; numberOfGates=289; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
13; g127; g185; 0; 2; 0.006920415224913495; 6; 2; 128; [g127, g185]; [g38, g39, g313, g328, g280, g184]; [g127, g185]; [g51, g68]; g127; 001110; 12418
14; g127; g132; 0; 2; 0.006920415224913495; 8; 2; 512; [g127, g132]; [g38, g39, g313, g328, g171, g11, g12, g42]; [g132, g127]; [g58, g51]; g132; 01101100; 456651
15; g127; g105; 0; 2; 0.006920415224913495; 7; 2; 256; [g127, g105]; [g38, g39, g313, g328, g40, g15, g9]; [g105, g127]; [g106, g51]; g105; 0001101; 262297
16; g127; g262; 0; 2; 0.006920415224913495; 6; 2; 128; [g127, g262]; [g38, g39, g313, g328, g113, g317]; [g262, g127]; [g263, g51]; g262; 010100; 3407
17; g127; g179; 0; 2; 0.006920415224913495; 6; 2; 128; [g127, g179]; [g38, g39, g313, g328, g182, g183]; [g179, g127]; [g69, g51]; g127; 111101; 2670
18; g127; g270; 0; 2; 0.006920415224913495; 6; 2; 128; [g127, g270]; [g38, g39, g313, g328, g42, g40]; [g270, g127]; [g271, g51]; g127; 101111; 3563
19; g127; g77; 0; 2; 0.006920415224913495; 6; 2; 128; [g127, g77]; [g38, g39, g313, g328, g210, g211]; [g77, g127]; [g98, g51]; g127; 100001; 1280
20; g96; g88; 0; 2; 0.006920415224913495; 3; 2; 16; [g96, g88]; [g18, g95, g94]; [g96, g88]; [g90]; g96; 011; 1517
21; g96; g162; 0; 2; 0.006920415224913495; 4; 2; 32; [g96, g162]; [g1, g42, g95, g94]; [g96, g162]; [g157]; g96; 1010; 3452
22; g96; g277; 0; 2; 0.006920415224913495; 5; 2; 64; [g96, g277]; [g323, g281, g280, g95, g94]; [g96, g277]; [g154]; g96; 00101; 2520
23; g96; g113; 0; 2; 0.006920415224913495; 6; 2; 128; [g96, g113]; [g95, g94, g203, g202, g112, g198]; [g96, g113]; [g262]; g96; 110110; 4546
24; g96; g285; 0; 2; 0.006920415224913495; 6; 2; 128; [g96, g285]; [g95, g94, g3, g2, g1, g284]; [g96, g285]; [g275]; g285; 010011; 1640
25; g96; g308; 0; 2; 0.006920415224913495; 6; 2; 128; [g96, g308]; [g95, g94, g40, g318, g16, g304]; [g96, g308]; [g302]; g96; 001100; 2183
26; g96; g289; 0; 2; 0.006920415224913495; 6; 2; 128; [g96, g289]; [g95, g94, g313, g40, g39, g280]; [g96, g289]; [g288]; g289; 010111; 3753
27; g96; g156; 0; 2; 0.006920415224913495; 5; 2; 64; [g96, g156]; [g95, g94, g318, g280, g281]; [g96, g156]; [g146]; g156; 11000; 628
28; g96; g216; 0; 2; 0.006920415224913495; 4; 2; 32; [g96, g216]; [g95, g94, g41, g3]; [g96, g216]; [g218]; g96; 1001; 892
29; g96; g177; 5; 5; 0.01730103806228374; 11; 1; 2048; [g177, g67, g71, g95, g96]; [g94, g174, g175, g39, g281, g4, g70, g72, g69, g195, g280]; [g96]; []; g96; 00011101100; 2075
30; g96; g298; 0; 2; 0.006920415224913495; 6; 2; 128; [g96, g298]; [g95, g94, g42, g313, g40, g299]; [g96, g298]; []; g298; 001111; 3849
31; g116; g245; 0; 2; 0.006920415224913495; 3; 2; 16; [g116, g245]; [g0, g39, g313]; [g245, g116]; [g118, g166, g199, g210, g248, g269]; g245; 001; 5377
32; g116; g200; 0; 2; 0.006920415224913495; 4; 2; 32; [g116, g200]; [g256, g38, g313, g39]; [g116, g200]; [g269, g192]; g116; 0101; 9016
33; g116; g210; 0; 2; 0.006920415224913495; 5; 2; 64; [g116, g210]; [g39, g38, g245, g209, g313]; [g116, g210]; [g269, g77]; g116; 00000; 3497
34; g116; g174; 0; 2; 0.006920415224913495; 6; 2; 128; [g116, g174]; [g41, g40, g15, g173, g39, g313]; [g174, g116]; [g67, g269]; g116; 010001; 31
35; g116; g102; 7; 7; 0.02422145328719723; 13; 1; 8192; [g116, g269, g261, g83, g87, g101, g102]; [g100, g39, g313, g281, g114, g115, g317, g85, g86, g84, g268, g258, g259]; [g102]; []; g102; 0001101001110; 0
36; g116; g70; 0; 2; 0.006920415224913495; 6; 2; 128; [g116, g70]; [g39, g313, g318, g4, g65, g66]; [g116, g70]; [g269, g95]; g70; 011111; 31
37; g116; g299; 0; 2; 0.006920415224913495; 6; 2; 128; [g116, g299]; [g39, g313, g318, g280, g15, g14]; [g116, g299]; [g269, g298]; g116; 011001; 5583
38; g116; g165; 0; 2; 0.006920415224913495; 4; 2; 32; [g116, g165]; [g39, g313, g166, g167]; [g116, g165]; [g269, g159]; g116; 1101; 2033
39; g116; g53; 0; 2; 0.006920415224913495; 4; 2; 32; [g116, g53]; [g39, g313, g42, g54]; [g53, g116]; [g269]; g116; 0100; 8524
40; g116; g220; 0; 2; 0.006920415224913495; 4; 2; 32; [g116, g220]; [g39, g313, g223, g224]; [g220, g116]; [g219, g269]; g220; 0011; 2838
41; g329; g317; 2; 2; 0.006920415224913495; 4; 2; 32; [g317, g329]; [g40, g313, g39, g15]; [g317, g329]; [g129, g265, g283, g141, g235, g282, g121, g252, g175, g211, g152, g241, g236, g321, g139, g255, g85, g64, g72, g65, g295, g291, g44, g54, g262, g269, g69, g61, g148, g209, g327, g155, g45]; g329; 1101; 2125
42; g329; g143; 0; 2; 0.006920415224913495; 6; 2; 128; [g329, g143]; [g40, g4, g313, g317, g39, g15]; [g329, g143]; [g327, g305]; g143; 100011; 4684
43; g329; g150; 0; 2; 0.006920415224913495; 8; 2; 512; [g329, g150]; [g256, g147, g148, g149, g313, g317, g39, g15]; [g150, g329]; [g89, g327]; g150; 00111101; 1251
44; g329; g182; 0; 2; 0.006920415224913495; 7; 2; 256; [g329, g182]; [g14, g267, g38, g39, g313, g317, g15]; [g182, g329]; [g179, g327]; g329; 1011000; 1920
45; g329; g134; 0; 2; 0.006920415224913495; 6; 2; 128; [g329, g134]; [g280, g42, g313, g317, g39, g15]; [g134, g329]; [g58, g327]; g329; 111011; 7369
46; g329; g326; 0; 2; 0.006920415224913495; 6; 2; 128; [g329, g326]; [g313, g317, g39, g15, g40, g280]; [g329, g326]; [g327, g325]; g326; 111100; 4272
47; g329; g74; 0; 2; 0.006920415224913495; 7; 2; 256; [g329, g74]; [g313, g317, g39, g15, g281, g267, g201]; [g74, g329]; [g78, g327]; g329; 1100110; 2549
48; g329; g304; 0; 2; 0.006920415224913495; 5; 2; 64; [g329, g304]; [g313, g317, g39, g15, g328]; [g304, g329]; [g308, g327]; g304; 01001; 6210
49; g329; g51; 0; 2; 0.006920415224913495; 7; 2; 256; [g329, g51]; [g313, g317, g39, g15, g127, g128, g129]; [g51, g329]; [g49, g327]; g329; 0101000; 219806
50; g329; g155; 0; 2; 0.006920415224913495; 7; 2; 256; [g329, g155]; [g313, g317, g39, g15, g103, g328, g104]; [g155, g329]; [g89, g327]; g329; 1010111; 13058
51; g217; g171; 0; 2; 0.006920415224913495; 3; 2; 16; [g217, g171]; [g10, g236, g237]; [g171, g217]; [g170, g218, g132]; g171; 011; 284604
52; g217; g229; 0; 2; 0.006920415224913495; 3; 2; 16; [g217, g229]; [i130, g236, g237]; [g217, g229]; [g218, g205]; g229; 011; 102718
53; g217; g162; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g162]; [g1, g42, g236, g237]; [g217, g162]; [g218, g157]; g162; 1100; 21393
54; g217; g226; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g226]; [g318, g225, g236, g237]; [g217, g226]; [g218, g221]; g217; 0101; 318732
55; g217; g241; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g241]; [g256, g317, g236, g237]; [g217, g241]; [g218, g224]; g241; 0110; 164405
56; g217; g86; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g86]; [g38, g82, g236, g237]; [g217, g86]; [g218, g101]; g86; 0100; 194498
57; g217; g284; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g284]; [g42, g313, g236, g237]; [g217, g284]; [g218, g285]; g284; 0101; 391555
58; g217; g304; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g304]; [g236, g237, g328, g313]; [g217, g304]; [g218, g308]; g304; 1011; 428713
59; g217; g165; 0; 2; 0.006920415224913495; 4; 2; 32; [g217, g165]; [g236, g237, g166, g167]; [g217, g165]; [g218, g159]; g165; 1110; 5337
60; g217; g157; 0; 2; 0.006920415224913495; 6; 2; 128; [g217, g157]; [g236, g237, g160, g161, g162, g163]; [g157, g217]; [g158, g218]; g157; 001110; 264490
61; g140; g198; 0; 2; 0.006920415224913495; 3; 2; 16; [g140, g198]; [g9, g42, g41]; [g140, g198]; [g141, g113, g131, g196]; g198; 101; 219506
62; g140; g200; 0; 2; 0.006920415224913495; 5; 2; 64; [g140, g200]; [g256, g38, g313, g42, g41]; [g140, g200]; [g141, g192]; g200; 11100; 97062
63; g140; g194; 0; 2; 0.006920415224913495; 4; 2; 32; [g140, g194]; [g10, g328, g42, g41]; [g140, g194]; [g141, g173]; g194; 0101; 320794
64; g140; g258; 0; 2; 0.006920415224913495; 5; 2; 64; [g140, g258]; [g318, g280, g257, g42, g41]; [g140, g258]; [g141, g83]; g140; 11100; 3501
65; g140; g309; 4; 4; 0.01384083044982699; 9; 1; 512; [g140, g141, g305, g309]; [g317, g16, g323, g39, g38, g42, g41, g142, g143]; [g309]; [g302]; g309; 111101011; 9265
66; g140; g58; 0; 2; 0.006920415224913495; 5; 2; 64; [g140, g58]; [g132, g133, g134, g42, g41]; [g140, g58]; [g141, g62]; g140; 11111; 719
67; g140; g119; 0; 2; 0.006920415224913495; 4; 2; 32; [g140, g119]; [g42, g41, g39, g38]; [g140, g119]; [g141, g301]; g140; 0010; 15345
68; g140; g66; 0; 2; 0.006920415224913495; 4; 2; 32; [g140, g66]; [g42, g41, g197, g281]; [g140, g66]; [g141, g70]; g66; 0001; 38248
69; g186; g171; 0; 2; 0.006920415224913495; 3; 2; 16; [g186, g171]; [g10, g191, g192]; [g171, g186]; [g170, g132, g68]; g186; 000; 5981
70; g186; g94; 0; 2; 0.006920415224913495; 3; 2; 16; [g186, g94]; [g18, g191, g192]; [g94, g186]; [g96, g68]; g94; 111; 4797
71; g186; g282; 0; 2; 0.006920415224913495; 4; 2; 32; [g186, g282]; [g317, g328, g191, g192]; [g282, g186]; [g274, g68]; g186; 1111; 4258
72; g186; g174; 0; 2; 0.006920415224913495; 6; 2; 128; [g186, g174]; [g41, g40, g15, g173, g191, g192]; [g174, g186]; [g67, g68]; g186; 010011; 9037
73; g186; g109; 0; 2; 0.006920415224913495; 5; 2; 64; [g186, g109]; [g201, g267, g328, g191, g192]; [g109, g186]; [g266, g68]; g186; 11001; 8046
74; g186; g139; 0; 2; 0.006920415224913495; 4; 2; 32; [g186, g139]; [g317, g137, g191, g192]; [g139, g186]; [g306, g68]; g186; 0011; 6986
75; g186; g289; 0; 2; 0.006920415224913495; 6; 2; 128; [g186, g289]; [g313, g40, g39, g280, g191, g192]; [g289, g186]; [g288, g68]; g289; 011110; 14216
76; g186; g270; 0; 2; 0.006920415224913495; 5; 2; 64; [g186, g270]; [g42, g313, g40, g191, g192]; [g270, g186]; [g271, g68]; g270; 10111; 11968
77; g186; g292; 0; 2; 0.006920415224913495; 5; 2; 64; [g186, g292]; [g191, g192, g294, g328, g295]; [g292, g186]; [g68]; g292; 01101; 8472
78; g155; g267; 0; 2; 0.006920415224913495; 5; 2; 64; [g155, g267]; [g15, g103, g328, g317, g104]; [g267, g155]; [g265, g214, g268, g182, g238, g109, g114, g62, g89, g74, g147, g131, g196, g122]; g267; 11100; 11369
79; g155; i133; 0; 2; 0.006920415224913495; 5; 2; 64; [g155, i133]; [g313, g103, g328, g317, g104]; [i133, g155]; [g231, g89]; g155; 11101; 6263
80; g155; g215; 0; 2; 0.006920415224913495; 6; 2; 128; [g155, g215]; [g41, g42, g103, g328, g317, g104]; [g155, g215]; [g89, g212]; g155; 010111; 7881
81; g155; g249; 0; 2; 0.006920415224913495; 6; 2; 128; [g155, g249]; [g40, g41, g328, g103, g317, g104]; [g155, g249]; [g89, g153]; g155; 011010; 23142
82; g155; g96; 0; 2; 0.006920415224913495; 6; 2; 128; [g155, g96]; [g95, g94, g103, g328, g317, g104]; [g96, g155]; [g89]; g96; 000001; 26987
83; g155; g286; 0; 2; 0.006920415224913495; 6; 2; 128; [g155, g286]; [g42, g313, g103, g328, g317, g104]; [g155, g286]; [g89, g275]; g155; 100000; 4540
84; g155; g70; 0; 2; 0.006920415224913495; 8; 2; 512; [g155, g70]; [g318, g4, g65, g66, g103, g328, g317, g104]; [g155, g70]; [g89, g95]; g70; 01011101; 9228
85; g155; g295; 0; 2; 0.006920415224913495; 7; 2; 256; [g155, g295]; [g41, g317, g39, g256, g103, g328, g104]; [g155, g295]; [g89, g292]; g155; 1001111; 5408
86; g155; g44; 0; 2; 0.006920415224913495; 7; 2; 256; [g155, g44]; [g317, g318, g280, g15, g103, g328, g104]; [g155, g44]; [g89, g43]; g44; 0110111; 5203
87; g155; g303; 0; 2; 0.006920415224913495; 6; 2; 128; [g155, g303]; [g135, g136, g103, g328, g317, g104]; [g303, g155]; [g307, g89]; g303; 110110; 7219
88; g155; g148; 0; 2; 0.006920415224913495; 7; 2; 256; [g155, g148]; [g42, g313, g317, g39, g103, g328, g104]; [g148, g155]; [g150, g89]; g155; 1110100; 10036
89; g155; g212; 0; 2; 0.006920415224913495; 7; 2; 256; [g155, g212]; [g213, g214, g215, g103, g328, g317, g104]; [g212, g155]; [g211, g89]; g155; 0101011; 7694
90; g155; g77; 0; 2; 0.006920415224913495; 6; 2; 128; [g155, g77]; [g103, g328, g317, g104, g210, g211]; [g155, g77]; [g89, g98]; g77; 001100; 8077
