inputFileName=s208.1.bench; numberOfInputs=18; numberOfOutputs=9; numberOfGates=104; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
94; p.1; i148; 0; 2; 0.019230769230769232; 3; 2; 16; [p.1, i148]; [x.7, i212, i213]; [p.1, i148]; [i295.1, i167.1, i188.1, i162]; i148; 100; 5469
95; p.1; i240; 0; 2; 0.019230769230769232; 3; 2; 16; [p.1, i240]; [p.0, i212, i213]; [p.1, i240]; [i295.1, i205.2]; i240; 000; 2779
96; p.1; i306; 0; 2; 0.019230769230769232; 3; 2; 16; [p.1, i306]; [p.6, i212, i213]; [p.1, i306]; [i295.1, i315.2]; i306; 111; 3750
97; p.1; i182.3; 0; 2; 0.019230769230769232; 4; 2; 32; [p.1, i182.3]; [x.5, i182.2, i212, i213]; [p.1, i182.3]; [i295.1, i113]; i182.3; 0110; 20
98; p.1; i113; 0; 2; 0.019230769230769232; 4; 2; 32; [p.1, i113]; [i182.3, i182.4, i212, i213]; [i113, p.1]; [i295.1]; i113; 0111; 2762
99; p.1; i315.2; 0; 2; 0.019230769230769232; 4; 2; 32; [p.1, i315.2]; [i306, i310, i212, i213]; [p.1, i315.2]; [i295.1, i269.2]; p.1; 1100; 5449
100; p.1; i269.2; 0; 2; 0.019230769230769232; 5; 2; 64; [p.1, i269.2]; [i315.1, i315.2, i314, i212, i213]; [p.1, i269.2]; [i295.1, i270.2]; i269.2; 01100; 5521
101; i208.2; i88.2; 0; 2; 0.019230769230769232; 4; 2; 32; [i208.2, i88.2]; [p.0, x.7, i249, i244]; [i88.2, i208.2]; [i88.3, p.8]; i208.2; 0011; 2770
102; i208.2; i149; 0; 2; 0.019230769230769232; 4; 2; 32; [i208.2, i149]; [x.6, x.7, i249, i244]; [i208.2, i149]; [p.8, i188.1]; i208.2; 1011; 9425
103; i208.2; i161; 0; 2; 0.019230769230769232; 4; 2; 32; [i208.2, i161]; [i162, x.7, i249, i244]; [i208.2, i161]; [p.8, i111]; i208.2; 1000; 2765
104; i208.2; i282; 0; 2; 0.019230769230769232; 4; 2; 32; [i208.2, i282]; [p.2, x.7, i249, i244]; [i208.2, i282]; [p.8, i291.2]; i208.2; 0000; 2761
105; i208.2; i191.1; 0; 2; 0.019230769230769232; 5; 2; 64; [i208.2, i191.1]; [i164, x.6, x.7, i249, i244]; [i208.2, i191.1]; [p.8, i162]; i208.2; 10010; 2721
106; i208.2; p.6; 0; 2; 0.019230769230769232; 5; 2; 64; [i208.2, p.6]; [i209.1, i206.2, x.7, i249, i244]; [p.6, i208.2]; [i306, p.8]; p.6; 10010; 8027
107; i208.2; z; 4; 4; 0.038461538461538464; 6; 1; 64; [i208.2, p.8, i270.3, z]; [i209.1, c.8, i270.2, x.7, i249, i244]; [z]; []; z; 010010; 16414
108; i208.2; i251; 4; 4; 0.038461538461538464; 5; 3; 96; [i251, i252, i249, i208.2]; [i242, i241, p.0, x.7, i244]; [i208.2, i251, i249]; [p.8, i206.2, i207.2]; i249; 00111; 2762
